__time,/posePub_merged/header/seq,/posePub_merged/header/stamp,/posePub_merged/pose/orientation/pitch_deg,/posePub_merged/pose/orientation/roll_deg,/posePub_merged/pose/orientation/w,/posePub_merged/pose/orientation/x,/posePub_merged/pose/orientation/y,/posePub_merged/pose/orientation/yaw_deg,/posePub_merged/pose/orientation/z,/posePub_merged/pose/position/x,/posePub_merged/pose/position/y,/posePub_merged/pose/position/z
1617333611.656287,14889.000000000,1617333611.655741930,-1.010977920,5.705272979,0.998613834,0.049628697,-0.009550169,-1.703515487,-0.014407353,-0.008086652,-0.698825240,0.000000000
1617333611.663901,14890.000000000,1617333611.663612604,-1.017981573,6.022169426,0.998472631,0.052389428,-0.009649637,-1.700536152,-0.014351710,-0.008098586,-0.699688852,0.000000000
1617333611.671926,14891.000000000,1617333611.671613216,-1.020922301,6.344039762,0.998321772,0.055193659,-0.009713976,-1.697308316,-0.014295005,-0.008100113,-0.700566173,0.000000000
1617333611.679946,14892.000000000,1617333611.679614544,-1.018931488,6.667120244,0.998162568,0.058008552,-0.009735866,-1.695267728,-0.014250798,-0.008096095,-0.701449335,0.000000000
1617333611.687899,14893.000000000,1617333611.687615156,-1.006442695,6.991653908,0.997995555,0.060837161,-0.009665584,-1.691806529,-0.014199683,-0.008085538,-0.702339947,0.000000000
1617333611.696002,14894.000000000,1617333611.695620060,-1.013000539,7.319737282,0.997817278,0.063693665,-0.009761319,-1.688239373,-0.014137230,-0.008071271,-0.703228354,0.000000000
1617333611.703936,14895.000000000,1617333611.703615427,-1.019925524,7.646688173,0.997631133,0.066539474,-0.009861673,-1.687843120,-0.014101836,-0.008053335,-0.704108655,0.000000000
1617333611.711993,14896.000000000,1617333611.711615324,-1.024235681,7.979093025,0.997433484,0.069432512,-0.009940054,-1.687845856,-0.014070570,-0.008033660,-0.705007792,0.000000000
1617333611.719917,14897.000000000,1617333611.719615698,-1.023138861,8.311478765,0.997228146,0.072325639,-0.009970509,-1.686623219,-0.014031734,-0.008010573,-0.705912590,0.000000000
1617333611.727893,14898.000000000,1617333611.727611542,-0.991961088,8.643581425,0.997016609,0.075219728,-0.009739001,-1.685294335,-0.014011753,-0.007992882,-0.706819952,0.000000000
1617333611.736009,14899.000000000,1617333611.735625744,-0.944886484,8.986070298,0.996790469,0.078205578,-0.009371150,-1.684986378,-0.014012133,-0.007964953,-0.707743883,0.000000000
1617333611.743914,14900.000000000,1617333611.743615866,-0.899588836,9.330613979,0.996553540,0.081208393,-0.009018703,-1.684128251,-0.014008623,-0.007943064,-0.708675146,0.000000000
1617333611.751913,14901.000000000,1617333611.751615047,-0.845997457,9.680234759,0.996304154,0.084255695,-0.008595123,-1.683660609,-0.014016482,-0.007920323,-0.709607244,0.000000000
1617333611.759946,14902.000000000,1617333611.759618282,-0.797869684,10.030821935,0.996044397,0.087309971,-0.008218358,-1.681976895,-0.014012242,-0.007894891,-0.710556269,0.000000000
1617333611.767933,14903.000000000,1617333611.767615318,-0.750123715,10.385074203,0.995772004,0.090395130,-0.007846367,-1.681498440,-0.014020355,-0.007884151,-0.711509347,0.000000000
1617333611.776263,14904.000000000,1617333611.775696278,-0.705614092,10.744991012,0.995485187,0.093528219,-0.007503122,-1.680783658,-0.014025832,-0.007882774,-0.712478936,0.000000000
1617333611.783908,14905.000000000,1617333611.783616781,-0.661650633,11.103447662,0.995189667,0.096647657,-0.007164156,-1.679595090,-0.014029115,-0.007892895,-0.713877857,0.000000000
1617333611.791957,14906.000000000,1617333611.791616440,-0.615347180,11.470433901,0.994876981,0.099840537,-0.006805571,-1.677895428,-0.014031752,-0.007904730,-0.715309203,0.000000000
1617333611.799939,14907.000000000,1617333611.799617529,-0.576675365,11.838866618,0.994552195,0.103043921,-0.006513252,-1.675930673,-0.014027569,-0.007914684,-0.716761768,0.000000000
1617333611.807934,14908.000000000,1617333611.807613373,-0.544481806,12.209468553,0.994215071,0.106264248,-0.006276961,-1.673437358,-0.014014694,-0.007938569,-0.718228459,0.000000000
1617333611.816539,14909.000000000,1617333611.816083193,-0.526268296,12.602042887,0.993845880,0.109672166,-0.006164647,-1.671006151,-0.013989474,-0.007969620,-0.719801605,0.000000000
1617333611.823928,14910.000000000,1617333611.823617458,-0.512316006,12.955121908,0.993503749,0.112735763,-0.006085653,-1.669883350,-0.013974421,-0.008003026,-0.721219301,0.000000000
1617333611.831939,14911.000000000,1617333611.831615686,-0.511249279,13.330543593,0.993129492,0.115990356,-0.006118834,-1.666598712,-0.013927022,-0.008049452,-0.722731233,0.000000000
1617333611.839930,14912.000000000,1617333611.839615822,-0.503422096,13.709461600,0.992741048,0.119274862,-0.006093870,-1.663549732,-0.013888454,-0.008092162,-0.724257112,0.000000000
1617333611.847915,14913.000000000,1617333611.847615719,-0.501457658,14.095028387,0.992334068,0.122614682,-0.006124273,-1.664220621,-0.013875785,-0.008125973,-0.725815177,0.000000000
1617333611.856256,14914.000000000,1617333611.855813265,-0.506014610,14.493578168,0.991901577,0.126064673,-0.006212342,-1.664585437,-0.013852542,-0.008160327,-0.727425098,0.000000000
1617333611.863915,14915.000000000,1617333611.863614798,-0.508234932,14.876220285,0.991475165,0.129375905,-0.006275602,-1.662662430,-0.013812572,-0.008190580,-0.728972673,0.000000000
1617333611.871953,14916.000000000,1617333611.871614695,-0.515676136,15.275293998,0.991018832,0.132827207,-0.006384337,-1.659485057,-0.013754521,-0.008223654,-0.730586290,0.000000000
1617333611.879943,14917.000000000,1617333611.879615545,-0.522137912,15.677796150,0.990546346,0.136306643,-0.006485077,-1.656636501,-0.013699694,-0.008272268,-0.732217371,0.000000000
1617333611.887922,14918.000000000,1617333611.887615919,-0.526597169,16.088257721,0.990052044,0.139853448,-0.006568954,-1.653621298,-0.013644879,-0.008312128,-0.733883917,0.000000000
1617333611.896110,14919.000000000,1617333611.895649910,-0.501041714,16.509449052,0.989532351,0.143495098,-0.006392620,-1.649015249,-0.013612896,-0.008353557,-0.735578001,0.000000000
1617333611.904185,14920.000000000,1617333611.903710127,-0.461273893,16.942609529,0.988983691,0.147239715,-0.006100482,-1.648751049,-0.013637494,-0.008385909,-0.737298012,0.000000000
1617333611.912067,14921.000000000,1617333611.911634445,-0.423765523,17.370064534,0.988428354,0.150932804,-0.005824427,-1.646204182,-0.013642113,-0.008421869,-0.738999248,0.000000000
1617333611.921088,14922.000000000,1617333611.919637680,-0.392419959,17.801360971,0.987853765,0.154656038,-0.005603747,-1.644893279,-0.013651125,-0.008469460,-0.740722179,0.000000000
1617333611.928194,14923.000000000,1617333611.927625418,-0.367511941,18.237251171,0.987259090,0.158415973,-0.005434966,-1.640497743,-0.013626295,-0.008511723,-0.742484331,0.000000000
1617333611.937030,14924.000000000,1617333611.936228514,-0.332580069,18.717488314,0.986586928,0.162556574,-0.005188518,-1.638551464,-0.013636220,-0.008564841,-0.744407237,0.000000000
1617333611.949789,14925.000000000,1617333611.943629980,-0.328096910,19.123073473,0.986005962,0.166048244,-0.005191939,-1.634247969,-0.013587241,-0.008598304,-0.746065497,0.000000000
1617333611.957986,14926.000000000,1617333611.951635361,-0.323756036,19.563668159,0.985361040,0.169838950,-0.005198052,-1.628334575,-0.013522767,-0.008634123,-0.747867465,0.000000000
1617333611.960405,14927.000000000,1617333611.959630251,-0.315841812,20.007480397,0.984695971,0.173655018,-0.005179856,-1.626669471,-0.013500223,-0.008695008,-0.749679685,0.000000000
1617333611.968298,14928.000000000,1617333611.967628479,-0.289259762,20.463096079,0.983998120,0.177572265,-0.005000603,-1.623680699,-0.013495065,-0.008753014,-0.751520336,0.000000000
1617333611.982507,14929.000000000,1617333611.977548361,-0.236809907,21.043089665,0.983086765,0.182557002,-0.004616492,-1.622182736,-0.013540317,-0.008827074,-0.753795743,0.000000000
1617333611.984573,14930.000000000,1617333611.983638048,-0.203547320,21.403174165,0.982508481,0.185649559,-0.004368004,-1.618588595,-0.013548831,-0.008861483,-0.755219877,0.000000000
1617333611.992528,14931.000000000,1617333611.991630077,-0.240987687,21.960202329,0.981594861,0.190418720,-0.004751828,-1.616966180,-0.013451307,-0.008916023,-0.757104814,0.000000000
1617333612.000003,14932.000000000,1617333611.999617815,-0.279448979,22.523372709,0.980647683,0.195235863,-0.005142631,-1.614391598,-0.013340209,-0.008973686,-0.759007752,0.000000000
1617333612.007944,14933.000000000,1617333612.007614136,-0.275692967,23.095073727,0.979661763,0.200126499,-0.005171616,-1.611302743,-0.013294540,-0.009023824,-0.760904789,0.000000000
1617333612.017678,14934.000000000,1617333612.016237259,-0.290402278,23.722619445,0.978551686,0.205486834,-0.005362281,-1.607024745,-0.013203102,-0.009075125,-0.762989998,0.000000000
1617333612.024048,14935.000000000,1617333612.023619652,-0.302281090,24.260984906,0.977576077,0.210080639,-0.005518486,-1.603150919,-0.013122933,-0.009115566,-0.764778614,0.000000000
1617333612.032023,14936.000000000,1617333612.031619549,-0.342058398,24.831098360,0.976519227,0.214936852,-0.005915948,-1.599566168,-0.012990129,-0.009158043,-0.766715109,0.000000000
1617333612.039956,14937.000000000,1617333612.039612770,-0.346865256,25.423161121,0.975396276,0.219979048,-0.006013362,-1.594076800,-0.012903433,-0.009196748,-0.768677354,0.000000000
1617333612.047946,14938.000000000,1617333612.047615290,-0.328451885,26.015016859,0.974247575,0.225016460,-0.005913842,-1.589219544,-0.012867076,-0.009239108,-0.770642400,0.000000000
1617333612.056507,14939.000000000,1617333612.055624247,-0.285169088,26.595818972,0.973095059,0.229957089,-0.005601088,-1.584061746,-0.012880024,-0.009272449,-0.772598386,0.000000000
1617333612.064001,14940.000000000,1617333612.063613415,-0.235345053,27.171039556,0.971928298,0.234845057,-0.005236903,-1.581044418,-0.012928287,-0.009311408,-0.774549723,0.000000000
1617333612.071939,14941.000000000,1617333612.071613550,-0.171731895,27.736838668,0.970756590,0.239648983,-0.004750611,-1.575702406,-0.012990078,-0.009351615,-0.776513398,0.000000000
1617333612.079976,14942.000000000,1617333612.079620600,-0.112065558,28.299042738,0.969568312,0.244415954,-0.004304540,-1.573401598,-0.013074427,-0.009407975,-0.778464854,0.000000000
1617333612.087943,14943.000000000,1617333612.087615252,-0.062355108,28.866491593,0.968345165,0.249220088,-0.003944271,-1.571153804,-0.013142076,-0.009482265,-0.780414701,0.000000000
1617333612.096332,14944.000000000,1617333612.095712662,-0.006146049,29.436993812,0.967091203,0.254044592,-0.003529518,-1.568556100,-0.013224970,-0.009554139,-0.782385290,0.000000000
1617333612.103933,14945.000000000,1617333612.103614807,0.043330962,29.997692597,0.965835154,0.258779258,-0.003173047,-1.566731286,-0.013303890,-0.009626850,-0.784310520,0.000000000
1617333612.111992,14946.000000000,1617333612.111618280,0.086755066,30.567569039,0.964535594,0.263584375,-0.002856605,-1.559317006,-0.013325416,-0.009716933,-0.786260128,0.000000000
1617333612.119976,14947.000000000,1617333612.119618654,0.117394022,31.137797730,0.963211596,0.268384397,-0.002649605,-1.552599272,-0.013326323,-0.009807398,-0.788186967,0.000000000
1617333612.127999,14948.000000000,1617333612.127612352,0.141872420,31.703734210,0.961874187,0.273141026,-0.002494581,-1.546165784,-0.013317414,-0.009908535,-0.790096879,0.000000000
1617333612.136136,14949.000000000,1617333612.135710239,0.143964815,32.281499017,0.960485518,0.277987629,-0.002525266,-1.538378877,-0.013244472,-0.010016479,-0.792026341,0.000000000
1617333612.143965,14950.000000000,1617333612.143615484,0.120518766,32.837259011,0.959127665,0.282640189,-0.002771354,-1.532556229,-0.013125510,-0.010120230,-0.793882012,0.000000000
1617333612.152097,14951.000000000,1617333612.151627302,0.091203357,33.390029610,0.957754850,0.287260473,-0.003067701,-1.527787495,-0.012998649,-0.010233080,-0.795731962,0.000000000
1617333612.159988,14952.000000000,1617333612.159617901,0.047982386,33.933901652,0.956382990,0.291798323,-0.003476349,-1.522393255,-0.012828869,-0.010346468,-0.797562957,0.000000000
1617333612.167955,14953.000000000,1617333612.167620659,-0.008999755,34.471969791,0.955004871,0.296279699,-0.003998748,-1.517485589,-0.012624175,-0.010445096,-0.799398005,0.000000000
1617333612.176284,14954.000000000,1617333612.175626040,-0.074667608,34.996656748,0.953640997,0.300642252,-0.004587086,-1.511419881,-0.012382961,-0.010535141,-0.801212549,0.000000000
1617333612.183929,14955.000000000,1617333612.183613062,-0.130521007,35.513320033,0.952277720,0.304932803,-0.005097611,-1.507884374,-0.012184132,-0.010616272,-0.802990735,0.000000000
1617333612.191983,14956.000000000,1617333612.191611528,-0.175039084,36.024359199,0.950909615,0.309171647,-0.005516621,-1.506144630,-0.012026715,-0.010685306,-0.804739952,0.000000000
1617333612.199971,14957.000000000,1617333612.199614525,-0.214284305,36.535452124,0.949522436,0.313405454,-0.005886429,-1.502867026,-0.011867482,-0.010734099,-0.806491971,0.000000000
1617333612.208326,14958.000000000,1617333612.207625151,-0.248160887,37.049394432,0.948108673,0.317657411,-0.006200318,-1.495810737,-0.011688656,-0.010761501,-0.808254600,0.000000000
1617333612.216328,14959.000000000,1617333612.215665579,-0.289773183,37.543201997,0.946732223,0.321735650,-0.006579742,-1.490584811,-0.011501797,-0.010787060,-0.809977412,0.000000000
1617333612.223937,14960.000000000,1617333612.223612785,-0.326905783,38.029662720,0.945358694,0.325747669,-0.006927781,-1.488101866,-0.011347700,-0.010811293,-0.811669409,0.000000000
1617333612.231984,14961.000000000,1617333612.231621027,-0.371926960,38.503777890,0.944003582,0.329651117,-0.007342247,-1.486955297,-0.011179950,-0.010838867,-0.813361347,0.000000000
1617333612.239986,14962.000000000,1617333612.239617586,-0.402003528,38.937797359,0.942748725,0.333220840,-0.007623643,-1.484091134,-0.011041014,-0.010842985,-0.815032780,0.000000000
1617333612.248436,14963.000000000,1617333612.247616291,-0.426317638,39.366249035,0.941497087,0.336740971,-0.007847728,-1.478338692,-0.010893703,-0.010839082,-0.816702127,0.000000000
1617333612.256396,14964.000000000,1617333612.255622149,-0.442394654,39.787571978,0.940252960,0.340198636,-0.008010174,-1.475150575,-0.010790872,-0.010824629,-0.818359375,0.000000000
1617333612.264155,14965.000000000,1617333612.263624668,-0.438085263,40.198354971,0.939027667,0.343567759,-0.008003347,-1.471766450,-0.010747281,-0.010794265,-0.819999158,0.000000000
1617333612.271978,14966.000000000,1617333612.271617174,-0.418265837,40.611066016,0.937784612,0.346950233,-0.007862044,-1.465898326,-0.010730387,-0.010750250,-0.821654201,0.000000000
1617333612.279942,14967.000000000,1617333612.279601336,-0.382031468,41.025492463,0.936523676,0.350343943,-0.007591351,-1.461539801,-0.010777067,-0.010700298,-0.823313177,0.000000000
1617333612.288069,14968.000000000,1617333612.287620783,-0.342716122,41.440125404,0.935249805,0.353735089,-0.007295941,-1.457169839,-0.010835252,-0.010642824,-0.824971676,0.000000000
1617333612.296374,14969.000000000,1617333612.295629501,-0.285540070,41.860797929,0.933944345,0.357172728,-0.006856328,-1.452884750,-0.010951715,-0.010584946,-0.826636791,0.000000000
1617333612.303943,14970.000000000,1617333612.303617716,-0.227780809,42.281444507,0.932626128,0.360605299,-0.006410977,-1.447980855,-0.011068347,-0.010529848,-0.828299642,0.000000000
1617333612.311908,14971.000000000,1617333612.311613083,-0.158430785,42.714865177,0.931254268,0.364137977,-0.005871502,-1.442406645,-0.011219115,-0.010472637,-0.829996407,0.000000000
1617333612.319936,14972.000000000,1617333612.319620609,-0.092679403,43.148209810,0.929868996,0.367664218,-0.005365167,-1.437676497,-0.011369422,-0.010420679,-0.831698596,0.000000000
1617333612.327894,14973.000000000,1617333612.327611208,-0.024151204,43.583416144,0.928463995,0.371200413,-0.004833323,-1.431580892,-0.011521565,-0.010370327,-0.833405674,0.000000000
1617333612.336405,14974.000000000,1617333612.335770845,0.045160617,44.034146552,0.926994741,0.374856830,-0.004293466,-1.424110718,-0.011668768,-0.010324977,-0.835173249,0.000000000
1617333612.344570,14975.000000000,1617333612.343613386,0.109197093,44.466359116,0.925571680,0.378356963,-0.003805725,-1.419723541,-0.011828478,-0.010286224,-0.836872160,0.000000000
1617333612.351957,14976.000000000,1617333612.351614475,0.175754001,44.909071226,0.924100220,0.381936520,-0.003296351,-1.414232478,-0.011991223,-0.010248654,-0.838606834,0.000000000
1617333612.360098,14977.000000000,1617333612.359611034,0.250316182,45.363608145,0.922574580,0.385606140,-0.002715570,-1.405909221,-0.012161918,-0.010208952,-0.840365589,0.000000000
1617333612.367944,14978.000000000,1617333612.367615461,0.335275543,45.828236304,0.920999765,0.389351577,-0.002034052,-1.391796975,-0.012326008,-0.010161518,-0.842139721,0.000000000
1617333612.383075,14979.000000000,1617333612.375624418,0.416265306,46.290072382,0.919419169,0.393067449,-0.001384138,-1.377297816,-0.012479130,-0.010112274,-0.843918681,0.000000000
1617333612.383991,14980.000000000,1617333612.383619070,0.485435113,46.747965223,0.917837679,0.396744013,-0.000832291,-1.363534281,-0.012602688,-0.010062565,-0.845722735,0.000000000
1617333612.391977,14981.000000000,1617333612.391615391,0.533306672,47.198177293,0.916269720,0.400350899,-0.000453816,-1.350601091,-0.012663118,-0.010015220,-0.847522676,0.000000000
1617333612.399998,14982.000000000,1617333612.399620295,0.554086523,47.645422448,0.914699256,0.403925568,-0.000310670,-1.343029846,-0.012674041,-0.010000150,-0.849319994,0.000000000
1617333612.407925,14983.000000000,1617333612.407616615,0.593445475,48.098872546,0.913091481,0.407544941,-0.000017247,-1.334612843,-0.012745587,-0.010013872,-0.851118922,0.000000000
1617333612.416623,14984.000000000,1617333612.415650606,0.643117326,48.566695995,0.911416590,0.411272854,0.000350905,-1.327621305,-0.012868025,-0.010049626,-0.852945864,0.000000000
1617333612.423962,14985.000000000,1617333612.423617840,0.703400223,49.041368484,0.909700572,0.415048897,0.000799747,-1.321118632,-0.013036024,-0.010087615,-0.854770422,0.000000000
1617333612.432024,14986.000000000,1617333612.431612730,0.763742817,49.519236970,0.907957315,0.418842912,0.001257199,-1.311907224,-0.013186746,-0.010116094,-0.856616974,0.000000000
1617333612.441351,14987.000000000,1617333612.439616919,0.816258236,49.996423206,0.906201243,0.422623515,0.001650150,-1.303082576,-0.013315696,-0.010149058,-0.858477473,0.000000000
1617333612.448004,14988.000000000,1617333612.447613478,0.837693478,50.461939935,0.904475689,0.426302582,0.001795096,-1.295058676,-0.013338672,-0.010184739,-0.860342503,0.000000000
1617333612.456416,14989.000000000,1617333612.455618382,0.845138907,50.929140795,0.902730107,0.429987013,0.001823945,-1.288505821,-0.013322186,-0.010231600,-0.862221599,0.000000000
1617333612.464017,14990.000000000,1617333612.463612318,0.839089434,51.394939337,0.900976300,0.433652461,0.001749735,-1.281232186,-0.013249416,-0.010288212,-0.864095807,0.000000000
1617333612.472096,14991.000000000,1617333612.471614599,0.839365802,51.866913703,0.899183154,0.437359601,0.001718300,-1.275734757,-0.013214427,-0.010355691,-0.865995467,0.000000000
1617333612.480100,14992.000000000,1617333612.479614019,0.858817637,52.348380889,0.897336543,0.441134751,0.001844662,-1.268054989,-0.013236249,-0.010405513,-0.867927790,0.000000000
1617333612.488003,14993.000000000,1617333612.487612247,0.862025327,52.827390639,0.895485163,0.444881946,0.001841725,-1.261013003,-0.013201263,-0.010456146,-0.869858682,0.000000000
1617333612.496941,14994.000000000,1617333612.495657921,0.885336026,53.313073347,0.893589914,0.448674530,0.001993586,-1.254363369,-0.013248337,-0.010497889,-0.871806383,0.000000000
1617333612.504066,14995.000000000,1617333612.503620625,0.881910780,53.794737355,0.891697049,0.452426314,0.001931605,-1.249201531,-0.013202913,-0.010541130,-0.873749971,0.000000000
1617333612.512012,14996.000000000,1617333612.511616707,0.877755539,54.287468037,0.889744878,0.456256032,0.001873408,-1.241451614,-0.013134385,-0.010585565,-0.875740767,0.000000000
1617333612.520127,14997.000000000,1617333612.519626379,0.883763386,54.786246419,0.887750864,0.460124642,0.001896116,-1.233146590,-0.013102192,-0.010635436,-0.877757192,0.000000000
1617333612.527900,14998.000000000,1617333612.527613163,0.900461838,55.284599355,0.885740697,0.463981688,0.002008361,-1.223227736,-0.013101234,-0.010688690,-0.879765332,0.000000000
1617333612.536181,14999.000000000,1617333612.535679579,0.913881204,55.794125113,0.883668661,0.467915982,0.002095555,-1.212948119,-0.013085542,-0.010742895,-0.881823003,0.000000000
1617333612.543912,15000.000000000,1617333612.543616533,0.916782500,56.297716745,0.881604135,0.471794933,0.002082699,-1.207520060,-0.013064806,-0.010800437,-0.883861661,0.000000000
1617333612.551952,15001.000000000,1617333612.551617622,0.918994256,56.806923573,0.879499674,0.475707769,0.002076975,-1.198998883,-0.013017710,-0.010841083,-0.885924280,0.000000000
1617333612.560106,15002.000000000,1617333612.559625149,0.876163940,57.335645272,0.877301037,0.479758501,0.001732313,-1.188643204,-0.012768609,-0.010875469,-0.888024092,0.000000000
1617333612.567914,15003.000000000,1617333612.567617178,0.824908098,57.947773974,0.874731958,0.484435469,0.001313768,-1.178949780,-0.012487062,-0.010912476,-0.890130341,0.000000000
1617333612.576549,15004.000000000,1617333612.575622559,0.785369482,58.487763659,0.872444510,0.488550037,0.001003727,-1.167252997,-0.012235534,-0.010926801,-0.892274439,0.000000000
1617333612.583908,15005.000000000,1617333612.583614588,0.755053471,59.021560922,0.870163321,0.492607266,0.000764117,-1.156175052,-0.012025665,-0.010938012,-0.894412160,0.000000000
1617333612.591995,15006.000000000,1617333612.591614008,0.699691444,59.577350251,0.867769778,0.496819168,0.000321954,-1.148000341,-0.011727352,-0.010947583,-0.896571875,0.000000000
1617333612.604157,15007.000000000,1617333612.599627972,0.706162216,60.231244152,0.864920974,0.501763105,0.000341594,-1.139385649,-0.011692303,-0.010947966,-0.898757398,0.000000000
1617333612.608015,15008.000000000,1617333612.607618332,0.759788956,60.885757954,0.862037301,0.506697536,0.000730034,-1.127675528,-0.011843046,-0.010945332,-0.900968075,0.000000000
1617333612.617246,15009.000000000,1617333612.615640402,0.836541717,61.532043632,0.859159768,0.511554360,0.001294893,-1.115096289,-0.012095217,-0.010938752,-0.903194964,0.000000000
1617333612.624037,15010.000000000,1617333612.623615503,0.921436088,62.168886964,0.856296420,0.516324222,0.001923707,-1.101422189,-0.012382464,-0.010929433,-0.905409276,0.000000000
1617333612.632045,15011.000000000,1617333612.631616116,1.016957067,62.799229289,0.853434801,0.521029472,0.002637645,-1.085894481,-0.012711416,-0.010913692,-0.907644868,0.000000000
1617333612.640169,15012.000000000,1617333612.639619350,1.116857085,63.425628231,0.850564182,0.525689244,0.003368992,-1.072974345,-0.013087904,-0.010902364,-0.909902275,0.000000000
1617333612.648023,15013.000000000,1617333612.647615194,1.207774614,64.060398592,0.847629726,0.530394435,0.004021300,-1.061683214,-0.013443535,-0.010899574,-0.912156522,0.000000000
1617333612.656586,15014.000000000,1617333612.655635834,1.212007084,64.744497495,0.844449162,0.535444856,0.004029483,-1.049416718,-0.013396678,-0.010907884,-0.914438009,0.000000000
1617333612.664058,15015.000000000,1617333612.663614273,1.262071344,65.310140074,0.841790915,0.539607108,0.004378151,-1.039430550,-0.013578725,-0.010936817,-0.916704237,0.000000000
1617333612.672277,15016.000000000,1617333612.671616316,1.347289774,65.921526339,0.838890612,0.544091284,0.004982175,-1.028355016,-0.013925307,-0.010977963,-0.919003844,0.000000000
1617333612.680192,15017.000000000,1617333612.679616690,1.433973840,66.549134408,0.835887730,0.548677742,0.005582269,-1.019160018,-0.014300226,-0.011023193,-0.921293378,0.000000000
1617333612.687964,15018.000000000,1617333612.687612772,1.517300118,67.152779655,0.832975924,0.553073049,0.006166269,-1.008053341,-0.014650733,-0.011057927,-0.923614264,0.000000000
1617333612.697779,15019.000000000,1617333612.695618391,1.604213441,67.768614470,0.829980910,0.557540655,0.006776535,-0.995829122,-0.015017844,-0.011098613,-0.925953567,0.000000000
1617333612.704110,15020.000000000,1617333612.703622580,1.680891188,68.372446527,0.827021718,0.561905146,0.007303786,-0.985022577,-0.015351207,-0.011141859,-0.928297400,0.000000000
1617333612.712484,15021.000000000,1617333612.711626768,1.738626791,69.063557458,0.823610842,0.566881180,0.007688235,-0.972464266,-0.015590226,-0.011192731,-0.930650651,0.000000000
1617333612.721506,15022.000000000,1617333612.719630241,1.778584937,69.773032116,0.820081413,0.571967781,0.007957049,-0.956542895,-0.015722957,-0.011238054,-0.933032453,0.000000000
1617333612.728118,15023.000000000,1617333612.727623224,1.774041512,70.488406964,0.816497862,0.577075183,0.007912437,-0.939450499,-0.015627665,-0.011290176,-0.935410976,0.000000000
1617333612.736668,15024.000000000,1617333612.735641003,1.727319503,71.196584404,0.812924922,0.582110167,0.007554475,-0.925616436,-0.015340868,-0.011343095,-0.937789619,0.000000000
1617333612.744103,15025.000000000,1617333612.743628025,1.684408325,71.902899805,0.809329450,0.587109625,0.007226198,-0.912042587,-0.015071487,-0.011393450,-0.940158486,0.000000000
1617333612.752570,15026.000000000,1617333612.751624346,1.660208417,72.618428544,0.805653095,0.592151344,0.007036872,-0.897510828,-0.014889134,-0.011437773,-0.942543983,0.000000000
1617333612.760151,15027.000000000,1617333612.759628296,1.592154678,73.318662298,0.802030623,0.597064018,0.006528944,-0.886077577,-0.014497356,-0.011488556,-0.944929361,0.000000000
1617333612.768079,15028.000000000,1617333612.767624617,1.517410151,74.006846024,0.798441827,0.601870596,0.005974521,-0.875865763,-0.014072678,-0.011526966,-0.947303653,0.000000000
1617333612.777585,15029.000000000,1617333612.775637388,1.482311982,74.722346870,0.794674933,0.606844008,0.005732109,-0.859058030,-0.013807328,-0.011557142,-0.949700177,0.000000000
1617333612.784159,15030.000000000,1617333612.783631325,1.479796218,75.435472967,0.790885031,0.611777067,0.005699774,-0.845746599,-0.013737434,-0.011602878,-0.952074468,0.000000000
1617333612.792098,15031.000000000,1617333612.791625023,1.458690027,76.149023893,0.787064195,0.616689742,0.005528949,-0.834632124,-0.013582760,-0.011654883,-0.954453230,0.000000000
1617333612.800175,15032.000000000,1617333612.799633503,1.462224197,76.864644097,0.783198893,0.621592104,0.005545554,-0.820367327,-0.013538694,-0.011713557,-0.956837356,0.000000000
1617333612.807962,15033.000000000,1617333612.807617664,1.503032399,77.571859725,0.779345095,0.626411974,0.005850706,-0.800019494,-0.013657302,-0.011760223,-0.959214985,0.000000000
1617333612.816185,15034.000000000,1617333612.815618277,1.541601225,78.274882230,0.775484562,0.631179452,0.006127226,-0.781978921,-0.013783243,-0.011799065,-0.961579144,0.000000000
1617333612.824120,15035.000000000,1617333612.823614120,1.540822592,78.978073679,0.771598756,0.635925472,0.006125704,-0.766046453,-0.013708982,-0.011833644,-0.963925242,0.000000000
1617333612.837856,15036.000000000,1617333612.831615210,1.533141525,79.672902693,0.767731249,0.640591860,0.006067941,-0.752282590,-0.013610729,-0.011862138,-0.966246665,0.000000000
1617333612.840328,15037.000000000,1617333612.839620829,1.518628194,80.363519641,0.763859928,0.645206988,0.005957719,-0.740085608,-0.013484048,-0.011910791,-0.968555331,0.000000000
1617333612.848042,15038.000000000,1617333612.847617626,1.516943767,81.047814956,0.759994984,0.649756372,0.005932061,-0.728420861,-0.013432472,-0.011974517,-0.970843852,0.000000000
1617333612.856444,15039.000000000,1617333612.855723143,1.549716016,81.729476194,0.756114125,0.654263914,0.006151844,-0.713793047,-0.013558081,-0.012044702,-0.973146915,0.000000000
1617333612.864094,15040.000000000,1617333612.863614798,1.591630560,82.388027566,0.752338231,0.658595860,0.006442328,-0.697563543,-0.013727508,-0.012113090,-0.975383401,0.000000000
1617333612.872095,15041.000000000,1617333612.871619225,1.633011851,83.043553609,0.748555183,0.662886202,0.006728676,-0.681206516,-0.013896623,-0.012181759,-0.977614164,0.000000000
1617333612.881811,15042.000000000,1617333612.879613876,1.645314786,83.697702126,0.744759440,0.667146981,0.006828789,-0.664102438,-0.013895257,-0.012255598,-0.979815960,0.000000000
