__time,/camera/pose/header/seq,/camera/pose/header/stamp,/camera/pose/pose/orientation/pitch_deg,/camera/pose/pose/orientation/roll_deg,/camera/pose/pose/orientation/w,/camera/pose/pose/orientation/x,/camera/pose/pose/orientation/y,/camera/pose/pose/orientation/yaw_deg,/camera/pose/pose/orientation/z,/camera/pose/pose/position/x,/camera/pose/pose/position/y,/camera/pose/pose/position/z
1617333635.576627,26765.000000000,1617333635.575969934,-79.819310421,1067.939391616,-0.765491843,0.041869357,0.641732991,6.930786651,0.021168781,4.383606434,-0.486105233,1.350012541
1617333635.581961,26766.000000000,1617333635.580966473,-79.540721105,1068.182246564,-0.767072380,0.041818552,0.639849067,6.698104636,0.021080846,4.384788513,-0.486430734,1.350266337
1617333635.586801,26767.000000000,1617333635.586278200,-79.292353428,1068.444212919,-0.768487036,0.041705016,0.638157427,6.445995620,0.021060755,4.378075123,-0.486089826,1.351524115
1617333635.591549,26768.000000000,1617333635.590930223,-79.012996299,1068.702462891,-0.770068169,0.041608158,0.636256337,6.197942080,0.021017952,4.378942013,-0.486448288,1.351809978
1617333635.597005,26769.000000000,1617333635.596284628,-78.732397325,1068.953871709,-0.771651447,0.041501012,0.634343684,5.957483982,0.020975804,4.379829407,-0.486819804,1.352093816
1617333635.601695,26770.000000000,1617333635.600931883,-78.451732104,1069.193293402,-0.773229122,0.041394345,0.632427871,5.728879783,0.020934489,4.380726337,-0.487186909,1.352366090
1617333635.606733,26771.000000000,1617333635.605923176,-78.170523567,1069.423437582,-0.774804235,0.041289311,0.630505204,5.508860531,0.020899700,4.381647110,-0.487574160,1.352640986
1617333635.611976,26772.000000000,1617333635.611441135,-77.890284652,1069.644427026,-0.776368618,0.041180484,0.628586173,5.298181210,0.020866178,4.382586956,-0.487971902,1.352912307
1617333635.621378,26773.000000000,1617333635.620507240,-77.608391431,1069.857278212,-0.777936578,0.041069761,0.626652956,5.095775711,0.020832485,4.383537769,-0.488340795,1.353157640
1617333635.622041,26774.000000000,1617333635.621274233,-77.325880107,1070.048069185,-0.779499888,0.040979996,0.624714792,4.914796403,0.020785263,4.384507656,-0.488725722,1.353404522
1617333635.626781,26775.000000000,1617333635.626307249,-77.055837498,1070.211947239,-0.780987561,0.040895302,0.622862160,4.762815080,0.020707877,4.383026600,-0.488782048,1.354894519
1617333635.631472,26776.000000000,1617333635.630945206,-76.774542470,1070.385019290,-0.782533050,0.040808488,0.620926619,4.599430219,0.020658704,4.383864403,-0.489123404,1.355182052
1617333635.637269,26777.000000000,1617333635.636336803,-76.492273982,1070.544111571,-0.784077346,0.040728509,0.618982911,4.450701462,0.020594055,4.384714127,-0.489468098,1.355456471
1617333635.641465,26778.000000000,1617333635.640947819,-76.210941347,1070.703008653,-0.785612285,0.040640946,0.617041171,4.301743596,0.020541945,4.385578156,-0.489809602,1.355728149
1617333635.646618,26779.000000000,1617333635.645925522,-75.927018768,1070.843417311,-0.787153244,0.040580519,0.615080237,4.169951248,0.020478418,4.386455536,-0.490148634,1.356005192
1617333635.651432,26780.000000000,1617333635.650958538,-75.644918690,1070.970244223,-0.788677931,0.040527064,0.613130212,4.052515898,0.020398246,4.387349606,-0.490484536,1.356275439
1617333635.657653,26781.000000000,1617333635.656304359,-75.361128472,1071.099527909,-0.790207684,0.040462665,0.611164033,3.932742770,0.020327151,4.388258934,-0.490817487,1.356545329
1617333635.661518,26782.000000000,1617333635.661033392,-75.094367176,1071.194180923,-0.791636884,0.040436361,0.609316826,3.847301878,0.020222487,4.381548405,-0.488487422,1.357722640
1617333635.666451,26783.000000000,1617333635.666058779,-74.810636717,1071.314413419,-0.793156087,0.040373918,0.607344508,3.736288199,0.020152431,4.382188797,-0.488758236,1.358019233
1617333635.671386,26784.000000000,1617333635.670911312,-74.530391899,1071.431782843,-0.794652104,0.040302508,0.605392933,3.628959172,0.020081254,4.382841587,-0.489032537,1.358315110
1617333635.676668,26785.000000000,1617333635.676171064,-74.249601853,1071.550790427,-0.796146750,0.040224269,0.603433132,3.519513194,0.020022431,4.383495808,-0.489324510,1.358602881
1617333635.681374,26786.000000000,1617333635.680902004,-73.971696286,1071.672673300,-0.797622502,0.040128369,0.601489127,3.407952957,0.019971907,4.384165764,-0.489618123,1.358890891
1617333635.686313,26787.000000000,1617333635.685884476,-73.702698669,1071.790695104,-0.799046516,0.040036775,0.599603236,3.298376767,0.019940387,4.383013248,-0.488161623,1.362381458
1617333635.691465,26788.000000000,1617333635.691045761,-73.428361426,1071.908708594,-0.800494671,0.039926555,0.597677648,3.191670803,0.019891914,4.383546829,-0.488387644,1.362733364
1617333635.696743,26789.000000000,1617333635.696253538,-73.156823863,1072.019033511,-0.801922202,0.039832648,0.595768452,3.090579449,0.019852385,4.384085178,-0.488623977,1.363086581
1617333635.701345,26790.000000000,1617333635.700896263,-72.885511588,1072.122592924,-0.803343415,0.039735552,0.593859017,2.998015161,0.019794326,4.384629726,-0.488865614,1.363433838
1617333635.706355,26791.000000000,1617333635.705926895,-72.616911122,1072.227037894,-0.804746270,0.039641812,0.591964126,2.902189602,0.019761853,4.385181427,-0.489112794,1.363777161
1617333635.711373,26792.000000000,1617333635.710889578,-72.353038829,1072.323066834,-0.806119204,0.039553992,0.590100467,2.815088480,0.019719826,4.384226322,-0.490235001,1.367519140
1617333635.716429,26793.000000000,1617333635.715929747,-72.089351327,1072.420587924,-0.807487488,0.039452504,0.588234842,2.727546986,0.019678431,4.384674072,-0.490455508,1.367987633
1617333635.721285,26794.000000000,1617333635.720906496,-71.827866934,1072.513086764,-0.808839619,0.039354190,0.586382329,2.645051729,0.019633528,4.385125637,-0.490677118,1.368453860
1617333635.726245,26795.000000000,1617333635.725925446,-71.570457824,1072.596056060,-0.810165048,0.039277107,0.584556341,2.570226935,0.019590143,4.385583401,-0.490877122,1.368930817
1617333635.731469,26796.000000000,1617333635.731036186,-71.314752189,1072.679860108,-0.811478317,0.039186727,0.582739592,2.495812803,0.019544823,4.386047840,-0.491087794,1.369396925
1617333635.737048,26797.000000000,1617333635.736011744,-71.064753828,1072.753464697,-0.812756896,0.039114181,0.580961585,2.430741761,0.019492358,4.386518955,-0.491296172,1.369862080
1617333635.741409,26798.000000000,1617333635.740921259,-70.812764067,1072.824201203,-0.814041317,0.039043121,0.579167128,2.368831709,0.019434469,4.386996269,-0.491512209,1.370326042
1617333635.746288,26799.000000000,1617333635.745956421,-70.561892771,1072.886145546,-0.815314114,0.039009009,0.577377677,2.311169505,0.019394761,4.390134811,-0.490000814,1.365139961
1617333635.751909,26800.000000000,1617333635.751169205,-70.314377028,1072.953141429,-0.816568077,0.038933203,0.575610101,2.253673961,0.019333405,4.390605450,-0.490166128,1.365521193
1617333635.756989,26801.000000000,1617333635.755945921,-70.070753425,1073.017941306,-0.817798436,0.038859706,0.573867619,2.197822577,0.019276602,4.391086102,-0.490345359,1.365907073
1617333635.762160,26802.000000000,1617333635.761198282,-69.829260857,1073.082779582,-0.819014549,0.038785718,0.572137415,2.141178063,0.019229468,4.391567230,-0.490520060,1.366287827
1617333635.766889,26803.000000000,1617333635.766078234,-69.591169812,1073.145606535,-0.820209742,0.038712993,0.570429027,2.086226303,0.019185055,4.392051697,-0.490697563,1.366665602
1617333635.771684,26804.000000000,1617333635.770917654,-69.356295501,1073.214889629,-0.821386755,0.038619973,0.568740129,2.025141433,0.019157138,4.392548561,-0.490883499,1.367040157
1617333635.777099,26805.000000000,1617333635.775956392,-69.111283315,1073.288772358,-0.822612166,0.038488604,0.566977262,1.965297903,0.019095629,4.391438961,-0.493262082,1.367447853
1617333635.782027,26806.000000000,1617333635.780961514,-68.878659470,1073.350257677,-0.823769927,0.038403634,0.565300882,1.912370994,0.019055186,4.391940594,-0.493505806,1.367797136
1617333635.786996,26807.000000000,1617333635.785915613,-68.648550702,1073.408141314,-0.824911416,0.038325455,0.563640654,1.862533590,0.019014241,4.392456055,-0.493744284,1.368129730
1617333635.791734,26808.000000000,1617333635.790921450,-68.420500728,1073.467851833,-0.826039910,0.038238540,0.561992645,1.811067694,0.018979667,4.392973423,-0.493990153,1.368466854
1617333635.797257,26809.000000000,1617333635.796246052,-68.195489411,1073.523198535,-0.827149630,0.038157832,0.560364962,1.763961279,0.018939078,4.393496513,-0.494238287,1.368800402
1617333635.801774,26810.000000000,1617333635.800906897,-67.972125412,1073.578549302,-0.828248084,0.038077340,0.558746696,1.716152801,0.018906735,4.394021511,-0.494486541,1.369132042
1617333635.810622,26811.000000000,1617333635.809781790,-67.751649942,1073.628673613,-0.829328716,0.038000252,0.557148337,1.674676412,0.018857742,4.394555092,-0.494737566,1.369461536
1617333635.811617,26812.000000000,1617333635.811033249,-67.531506382,1073.681041760,-0.830404937,0.037921201,0.555549502,1.629764642,0.018825026,4.395095348,-0.494990498,1.369789600
1617333635.816840,26813.000000000,1617333635.816268921,-67.301591697,1073.738611990,-0.831526220,0.037827689,0.553877056,1.580281750,0.018798033,4.397726059,-0.494671583,1.368674636
1617333635.822000,26814.000000000,1617333635.821011543,-67.087250675,1073.789399831,-0.832568049,0.037748229,0.552316129,1.536388251,0.018772816,4.398343086,-0.494936913,1.368948460
1617333635.826789,26815.000000000,1617333635.826054573,-66.876094463,1073.836076047,-0.833591402,0.037664164,0.550777793,1.498974335,0.018723780,4.398962498,-0.495202899,1.369218349
1617333635.831585,26816.000000000,1617333635.831068039,-66.666789705,1073.884158932,-0.834602773,0.037590250,0.549249649,1.456761198,0.018705642,4.399586201,-0.495469719,1.369482994
1617333635.836628,26817.000000000,1617333635.836006880,-66.458661068,1073.924326715,-0.835604906,0.037522990,0.547730267,1.424709285,0.018653724,4.400231838,-0.495735109,1.369760156
1617333635.841498,26818.000000000,1617333635.840955019,-66.253760692,1073.969054998,-0.836589456,0.037449747,0.546231270,1.386347168,0.018629126,4.400876999,-0.496002018,1.370027900
1617333635.846386,26819.000000000,1617333635.845960379,-66.060801638,1073.999719040,-0.837512970,0.037388645,0.544821203,1.365814755,0.018548077,4.388800144,-0.494364738,1.366527796
1617333635.851361,26820.000000000,1617333635.850950480,-65.857803079,1074.042135724,-0.838483036,0.037316743,0.543333054,1.329895678,0.018520534,4.389075756,-0.494545311,1.366810560
1617333635.856604,26821.000000000,1617333635.855968475,-65.656044680,1074.079163256,-0.839443564,0.037258711,0.541852891,1.298932589,0.018484348,4.389346123,-0.494722962,1.367090225
1617333635.861712,26822.000000000,1617333635.861217737,-65.456195897,1074.118539143,-0.840393245,0.037187260,0.540385067,1.266708407,0.018448574,4.389624119,-0.494901747,1.367370129
1617333635.866556,26823.000000000,1617333635.866069078,-65.260020527,1074.154318247,-0.841322482,0.037123624,0.538942993,1.237850286,0.018408047,4.389918804,-0.495083839,1.367652059
1617333635.871651,26824.000000000,1617333635.870914936,-65.061796974,1074.190241686,-0.842258751,0.037062008,0.537483990,1.208171829,0.018373318,4.390219688,-0.495266885,1.367932796
1617333635.876593,26825.000000000,1617333635.875960112,-64.867795135,1074.226022142,-0.843173027,0.036993124,0.536054790,1.179681597,0.018333627,4.390529633,-0.495451629,1.368213773
1617333635.881355,26826.000000000,1617333635.880894184,-64.673403322,1074.262129343,-0.844086528,0.036928210,0.534620643,1.149552885,0.018305609,4.390848637,-0.495636523,1.368488669
1617333635.886799,26827.000000000,1617333635.885904074,-64.494446235,1074.293056905,-0.844924748,0.036879487,0.533298910,1.122836652,0.018284230,4.385914803,-0.495017737,1.372799635
1617333635.891405,26828.000000000,1617333635.890893698,-64.302724324,1074.323756685,-0.845820487,0.036824230,0.531882465,1.098468659,0.018242398,4.386031628,-0.495155454,1.373140693
1617333635.896716,26829.000000000,1617333635.896202564,-64.113801172,1074.355343345,-0.846701324,0.036757365,0.530485511,1.074757222,0.018193837,4.386156082,-0.495283484,1.373476982
1617333635.901404,26830.000000000,1617333635.900909662,-63.925971481,1074.387232928,-0.847574651,0.036692593,0.529094756,1.049785189,0.018154725,4.386291504,-0.495416790,1.373810768
1617333635.906324,26831.000000000,1617333635.905888796,-63.738237686,1074.414520365,-0.848444343,0.036648165,0.527703464,1.027531731,0.018117823,4.386437416,-0.495549619,1.374140978
1617333635.911314,26832.000000000,1617333635.910886765,-63.561813342,1074.436133764,-0.849259019,0.036612932,0.526395559,1.011493153,0.018066397,4.382990837,-0.494080335,1.375635505
1617333635.916881,26833.000000000,1617333635.916296244,-63.378305016,1074.463910393,-0.850105166,0.036559302,0.525032997,0.989766762,0.018026780,4.382934570,-0.494148612,1.376010895
1617333635.921412,26834.000000000,1617333635.921010017,-63.195619108,1074.491354780,-0.850945473,0.036503613,0.523675382,0.968757936,0.017984614,4.382887363,-0.494215578,1.376384854
1617333635.926377,26835.000000000,1617333635.926015377,-63.013535207,1074.515397017,-0.851780057,0.036462057,0.522320986,0.949941128,0.017942807,4.382847309,-0.494287372,1.376765370
1617333635.931371,26836.000000000,1617333635.931032658,-62.832851779,1074.541339227,-0.852606833,0.036407493,0.520975888,0.930597611,0.017897628,4.382817745,-0.494357318,1.377139926
1617333635.936334,26837.000000000,1617333635.935929775,-62.652923963,1074.569796011,-0.853428304,0.036346287,0.519634485,0.908339886,0.017863885,4.382799149,-0.494427919,1.377514362
1617333635.942373,26838.000000000,1617333635.942035913,-62.474007571,1074.594709374,-0.854242623,0.036292844,0.518299997,0.889920804,0.017818883,4.382798195,-0.494504482,1.377891183
1617333635.946317,26839.000000000,1617333635.945977449,-62.307735944,1074.620356004,-0.854997754,0.036241490,0.517057836,0.868880854,0.017795792,4.377276421,-0.492293090,1.374339461
1617333635.951374,26840.000000000,1617333635.950893879,-62.131553900,1074.644830386,-0.855795681,0.036185216,0.515741408,0.851269998,0.017749369,4.377044678,-0.492319643,1.374623418
1617333635.956657,26841.000000000,1617333635.956047535,-61.955537763,1074.668221341,-0.856590748,0.036134373,0.514425039,0.834060416,0.017705642,4.376823902,-0.492348462,1.374904752
1617333635.961605,26842.000000000,1617333635.961276054,-61.781805566,1074.696023467,-0.857374251,0.036068223,0.513123810,0.812585477,0.017675672,4.376618385,-0.492379755,1.375175357
1617333635.966388,26843.000000000,1617333635.966046095,-61.611519557,1074.724961606,-0.858140409,0.036003672,0.511846542,0.788437585,0.017662823,4.376420021,-0.492412806,1.375450253
1617333635.971315,26844.000000000,1617333635.970897675,-61.441239578,1074.752941469,-0.858904779,0.035932492,0.510568917,0.767163648,0.017633632,4.376231670,-0.492447942,1.375723004
1617333635.977271,26845.000000000,1617333635.975977898,-61.278421292,1074.773692020,-0.859632730,0.035885941,0.509346843,0.751919485,0.017594973,4.376449108,-0.493300766,1.377916813
1617333635.981623,26846.000000000,1617333635.980915308,-61.112827417,1074.799451478,-0.860372066,0.035824861,0.508102059,0.731478199,0.017572699,4.376163006,-0.493306786,1.378121018
1617333635.986847,26847.000000000,1617333635.986034155,-60.948687175,1074.822467965,-0.861102819,0.035768785,0.506867707,0.714292600,0.017539412,4.375884533,-0.493313164,1.378323317
1617333635.991740,26848.000000000,1617333635.991026402,-60.786820498,1074.845712226,-0.861821949,0.035709094,0.505649507,0.697245684,0.017505586,4.375610352,-0.493307978,1.378520131
1617333635.997184,26849.000000000,1617333635.996351719,-60.626074303,1074.863501098,-0.862533331,0.035669457,0.504439235,0.684744425,0.017462637,4.375343800,-0.493307471,1.378719807
1617333636.001729,26850.000000000,1617333636.000960827,-60.468267246,1074.881294437,-0.863230348,0.035625663,0.503250360,0.672896161,0.017416313,4.375082493,-0.493305176,1.378918171
1617333636.006639,26851.000000000,1617333636.005903244,-60.308871466,1074.898745513,-0.863932252,0.035591003,0.502047956,0.659516762,0.017382937,4.375076294,-0.493865520,1.379779577
1617333636.011669,26852.000000000,1617333636.010948181,-60.153908761,1074.920276402,-0.864614010,0.035538051,0.500877678,0.642911829,0.017358156,4.374777794,-0.493850112,1.379921556
1617333636.016820,26853.000000000,1617333636.015941381,-60.000958333,1074.935504769,-0.865284383,0.035504200,0.499722630,0.632580776,0.017314808,4.374484539,-0.493832886,1.380062342
1617333636.021664,26854.000000000,1617333636.021028996,-59.848702870,1074.953746804,-0.865950704,0.035457879,0.498571575,0.619740259,0.017277956,4.374258041,-0.493857682,1.380201340
1617333636.026545,26855.000000000,1617333636.026029348,-59.698708812,1074.968368345,-0.866604984,0.035426445,0.497437000,0.609535375,0.017238175,4.373997211,-0.493854553,1.380343556
1617333636.031732,26856.000000000,1617333636.031027555,-59.550394263,1074.983486262,-0.867250919,0.035385016,0.496314764,0.600583385,0.017187735,4.373745441,-0.493853241,1.380484939
1617333636.036777,26857.000000000,1617333636.035988092,-59.401341777,1074.998662580,-0.867898464,0.035346147,0.495185852,0.590881741,0.017142827,4.373504162,-0.493856579,1.380635142
1617333636.041722,26858.000000000,1617333636.041049242,-59.253654348,1075.018086608,-0.868539155,0.035299204,0.494065315,0.575416163,0.017124152,4.372329235,-0.494421244,1.381623983
1617333636.046628,26859.000000000,1617333636.046043396,-59.109163491,1075.033661774,-0.869164169,0.035259608,0.492969066,0.564728490,0.017087435,4.372068405,-0.494428962,1.381764174
1617333636.051657,26860.000000000,1617333636.051044941,-58.966815390,1075.050766055,-0.869778931,0.035211284,0.491888225,0.553159069,0.017051982,4.371821880,-0.494437754,1.381886363
1617333636.056921,26861.000000000,1617333636.056223631,-58.825537136,1075.071851529,-0.870388567,0.035146017,0.490814358,0.538324372,0.017025070,4.371586323,-0.494450063,1.382014632
1617333636.061820,26862.000000000,1617333636.061219454,-58.684639277,1075.092602376,-0.870994866,0.035089791,0.489742041,0.521819708,0.017012939,4.371364117,-0.494464785,1.382143617
1617333636.066883,26863.000000000,1617333636.066312075,-58.545238719,1075.110027441,-0.871593118,0.035040785,0.488681138,0.509342734,0.016985407,4.371157169,-0.494478285,1.382277966
1617333636.074087,26864.000000000,1617333636.073256969,-58.405323977,1075.127324598,-0.872192025,0.034993872,0.487615377,0.496517878,0.016961316,4.370959282,-0.494494677,1.382408142
1617333636.076814,26865.000000000,1617333636.076055050,-58.262550860,1075.143701168,-0.872802079,0.034940176,0.486528039,0.486975210,0.016915591,4.370956898,-0.494622499,1.382021427
1617333636.081679,26866.000000000,1617333636.081057310,-58.122929824,1075.162375516,-0.873397410,0.034888919,0.485462785,0.472469347,0.016899418,4.370757580,-0.494633675,1.382139325
1617333636.086615,26867.000000000,1617333636.086040020,-57.984670009,1075.180430752,-0.873985827,0.034832917,0.484407723,0.460014556,0.016871151,4.370598793,-0.494648039,1.382253528
1617333636.091489,26868.000000000,1617333636.091069221,-57.845766525,1075.197862846,-0.874575377,0.034784093,0.483346730,0.446906491,0.016850716,4.370434284,-0.494662642,1.382368326
1617333636.096724,26869.000000000,1617333636.096212387,-57.707448988,1075.213422812,-0.875161111,0.034736007,0.482290179,0.436880012,0.016815254,4.370283127,-0.494678736,1.382481694
1617333636.101476,26870.000000000,1617333636.101078272,-57.568585931,1075.230248342,-0.875747919,0.034686632,0.481228292,0.424789720,0.016790433,4.370148659,-0.494692922,1.382594109
1617333636.106379,26871.000000000,1617333636.106049061,-57.431095365,1075.250538058,-0.876328230,0.034623373,0.480175704,0.409517623,0.016776294,4.370028019,-0.494709164,1.382704496
1617333636.111382,26872.000000000,1617333636.111060381,-57.297597815,1075.260241344,-0.876888454,0.034610115,0.479153574,0.401343907,0.016753923,4.367394924,-0.494452298,1.383858204
1617333636.116866,26873.000000000,1617333636.116290092,-57.157264669,1075.274542251,-0.877477169,0.034570254,0.478078604,0.391364820,0.016724167,4.367215633,-0.494438380,1.383986115
1617333636.121425,26874.000000000,1617333636.121071100,-57.016609424,1075.289978647,-0.878066123,0.034523591,0.477000415,0.380851771,0.016694015,4.367045879,-0.494424790,1.384112597
1617333636.126588,26875.000000000,1617333636.126198053,-56.876605711,1075.303635718,-0.878650725,0.034485746,0.475926578,0.371372330,0.016663915,4.366895199,-0.494411975,1.384238720
1617333636.131576,26876.000000000,1617333636.131202698,-56.733822677,1075.315489975,-0.879245222,0.034451257,0.474831134,0.364460862,0.016620997,4.366761684,-0.494404733,1.384364486
1617333636.137034,26877.000000000,1617333636.136090994,-56.591979081,1075.332083687,-0.879835308,0.034402236,0.473741323,0.352145918,0.016600557,4.366644859,-0.494397551,1.384487748
1617333636.141646,26878.000000000,1617333636.141087532,-56.450605602,1075.346312094,-0.880421817,0.034357324,0.472654998,0.343107604,0.016565265,4.366543770,-0.494392484,1.384608746
1617333636.146410,26879.000000000,1617333636.146064758,-56.320742548,1075.362293674,-0.880959451,0.034315266,0.471655279,0.329482532,0.016562078,4.366633415,-0.494001687,1.384022593
1617333636.151448,26880.000000000,1617333636.151069164,-56.178018185,1075.372045239,-0.881548107,0.034288254,0.470557660,0.324345013,0.016515426,4.366494179,-0.493992686,1.384141684
1617333636.156805,26881.000000000,1617333636.156080246,-56.037522282,1075.389078124,-0.882127464,0.034233272,0.469475418,0.312190415,0.016493892,4.366372108,-0.493985832,1.384260178
1617333636.161937,26882.000000000,1617333636.161319971,-55.894559695,1075.402934387,-0.882715106,0.034188379,0.468374044,0.303554581,0.016457867,4.366267204,-0.493984282,1.384379864
1617333636.166582,26883.000000000,1617333636.166228294,-55.752447371,1075.417467184,-0.883297682,0.034152385,0.467277557,0.291331535,0.016447335,4.366177082,-0.493984431,1.384493470
1617333636.176995,26884.000000000,1617333636.176255941,-55.610304017,1075.432931544,-0.883879602,0.034097496,0.466181010,0.281880549,0.016411997,4.366098881,-0.493987262,1.384606242
1617333636.177629,26885.000000000,1617333636.177257061,-55.468107226,1075.445202613,-0.884459734,0.034062423,0.465083271,0.273527857,0.016381495,4.366029263,-0.493990660,1.384722114
1617333636.181731,26886.000000000,1617333636.181343555,-55.332978900,1075.461165566,-0.885010183,0.034016140,0.464038461,0.260506249,0.016374623,4.363965988,-0.493988544,1.385110855
1617333636.186523,26887.000000000,1617333636.186076403,-55.191946531,1075.474658489,-0.885583282,0.033971071,0.462948442,0.252059306,0.016340919,4.363832951,-0.493986726,1.385212064
1617333636.191683,26888.000000000,1617333636.191213846,-55.050697084,1075.491575357,-0.886156440,0.033912029,0.461855561,0.240432956,0.016318249,4.363710403,-0.493982226,1.385303140
1617333636.196882,26889.000000000,1617333636.196341753,-54.911024338,1075.504588846,-0.886721253,0.033868711,0.460774630,0.232230060,0.016285688,4.363605976,-0.493981600,1.385399461
1617333636.201457,26890.000000000,1617333636.201078653,-54.769419758,1075.518395977,-0.887292385,0.033826046,0.459677607,0.222331579,0.016262772,4.363517284,-0.493982404,1.385494232
1617333636.206424,26891.000000000,1617333636.206075668,-54.629839606,1075.531184075,-0.887854159,0.033783283,0.458596021,0.214250719,0.016230818,4.363444328,-0.493984640,1.385589361
1617333636.211433,26892.000000000,1617333636.211062431,-54.492067001,1075.548278002,-0.888407946,0.033725310,0.457526952,0.201459290,0.016219046,4.363373280,-0.493987441,1.385682940
1617333636.217038,26893.000000000,1617333636.216096640,-54.360332924,1075.554194400,-0.888934672,0.033709288,0.456505686,0.199536732,0.016169760,4.361896038,-0.493904799,1.386996388
1617333636.221427,26894.000000000,1617333636.221062660,-54.223800859,1075.567288918,-0.889480591,0.033661727,0.455445856,0.191699404,0.016136482,4.361756802,-0.493885905,1.387158632
1617333636.226588,26895.000000000,1617333636.226223707,-54.086502344,1075.580110830,-0.890028179,0.033616386,0.454379350,0.183787948,0.016104920,4.361628532,-0.493874758,1.387307167
1617333636.231563,26896.000000000,1617333636.231239557,-53.949937109,1075.590866487,-0.890571296,0.033576917,0.453318298,0.178340620,0.016062895,4.361513615,-0.493862003,1.387463927
1617333636.236882,26897.000000000,1617333636.236225367,-53.814323530,1075.605052338,-0.891109943,0.033522993,0.452263534,0.169694108,0.016032727,4.361410141,-0.493851364,1.387620091
1617333636.241442,26898.000000000,1617333636.241066217,-53.679553341,1075.619243443,-0.891643882,0.033472959,0.451214373,0.159928941,0.016011819,4.361318588,-0.493839383,1.387776375
1617333636.246659,26899.000000000,1617333636.246293545,-53.548587906,1075.638331510,-0.892162323,0.033405047,0.450193316,0.144764176,0.016015189,4.359856606,-0.494089037,1.388224721
1617333636.251452,26900.000000000,1617333636.251065731,-53.412496288,1075.648941096,-0.892698586,0.033365298,0.449133396,0.139347781,0.015974766,4.359705925,-0.494093418,1.388375521
1617333636.256694,26901.000000000,1617333636.256225586,-53.277977910,1075.660004089,-0.893227458,0.033325300,0.448084891,0.132965310,0.015940797,4.359578133,-0.494102359,1.388525009
1617333636.261914,26902.000000000,1617333636.261338472,-53.143756906,1075.670562827,-0.893753886,0.033285808,0.447038233,0.127381229,0.015902895,4.359458447,-0.494111270,1.388674140
1617333636.266917,26903.000000000,1617333636.266223669,-53.011146295,1075.681301926,-0.894272983,0.033242591,0.446003705,0.122266111,0.015861336,4.359352112,-0.494121879,1.388822198
1617333636.272061,26904.000000000,1617333636.271223783,-52.878097602,1075.692222999,-0.894792318,0.033204839,0.444964617,0.115334157,0.015833344,4.359255314,-0.494132012,1.388972998
1617333636.276737,26905.000000000,1617333636.276111603,-52.746599178,1075.705205302,-0.895304799,0.033157066,0.443936825,0.106701271,0.015811356,4.359173775,-0.494144291,1.389121652
1617333636.281665,26906.000000000,1617333636.281118870,-52.614509864,1075.716882331,-0.895818174,0.033116113,0.442903906,0.098885969,0.015788136,4.359106064,-0.494157761,1.389270425
1617333636.287214,26907.000000000,1617333636.286094666,-52.483842209,1075.724692412,-0.896324515,0.033084523,0.441882521,0.096356717,0.015739160,4.359055042,-0.494175673,1.389425278
1617333636.291600,26908.000000000,1617333636.291087866,-52.358288188,1075.737144337,-0.896810710,0.033031758,0.440899968,0.089648552,0.015706675,4.357628822,-0.494250208,1.390027404
1617333636.297154,26909.000000000,1617333636.296365976,-52.230544102,1075.749485087,-0.897304118,0.032983929,0.439899445,0.081898680,0.015682384,4.357527256,-0.494260192,1.390196204
1617333636.301643,26910.000000000,1617333636.301111937,-52.104193306,1075.763775839,-0.897791326,0.032927912,0.438908964,0.072170415,0.015666794,4.357422829,-0.494273961,1.390363097
1617333636.306776,26911.000000000,1617333636.306135654,-51.978513935,1075.773086629,-0.898274124,0.032892849,0.437923878,0.067062659,0.015634522,4.357336521,-0.494288981,1.390535593
1617333636.311617,26912.000000000,1617333636.311118841,-51.854924181,1075.786257325,-0.898748398,0.032841537,0.436954051,0.058143365,0.015618216,4.357260227,-0.494306356,1.390707612
1617333636.316870,26913.000000000,1617333636.316231728,-51.731827714,1075.799550226,-0.899219811,0.032788228,0.435987651,0.049400066,0.015600486,4.357192993,-0.494322747,1.390878558
1617333636.321887,26914.000000000,1617333636.321138382,-51.610900547,1075.811538030,-0.899681807,0.032741603,0.435037881,0.041438166,0.015582480,4.356448174,-0.493875653,1.390722156
1617333636.326785,26915.000000000,1617333636.326214552,-51.491272241,1075.822416274,-0.900137544,0.032699428,0.434097886,0.034482343,0.015561392,4.356339455,-0.493865490,1.390870452
1617333636.331927,26916.000000000,1617333636.331317425,-51.371505408,1075.831141971,-0.900592625,0.032664411,0.433156788,0.030052138,0.015528768,4.356238842,-0.493856728,1.391017079
1617333636.337008,26917.000000000,1617333636.336230993,-51.254903025,1075.842396519,-0.901035309,0.032615617,0.432239950,0.023839491,0.015501690,4.356162548,-0.493843615,1.391162157
1617333636.341618,26918.000000000,1617333636.341116428,-51.138955935,1075.854786710,-0.901474595,0.032565657,0.431327343,0.015480498,0.015487621,4.356088638,-0.493834436,1.391305804
1617333636.346865,26919.000000000,1617333636.346132517,-51.020919897,1075.868289666,-0.901920795,0.032513216,0.430397481,0.005455388,0.015482135,4.355529308,-0.493732661,1.391711354
1617333636.351605,26920.000000000,1617333636.351117611,-50.906157436,1075.877902802,-0.902353525,0.032471653,0.429493934,0.000504105,0.015452485,4.355509758,-0.493719250,1.391846657
