__time,/camera/pose/header/seq,/camera/pose/header/stamp,/camera/pose/pose/orientation/pitch_deg,/camera/pose/pose/orientation/roll_deg,/camera/pose/pose/orientation/w,/camera/pose/pose/orientation/x,/camera/pose/pose/orientation/y,/camera/pose/pose/orientation/yaw_deg,/camera/pose/pose/orientation/z,/camera/pose/pose/position/x,/camera/pose/pose/position/y,/camera/pose/pose/position/z
1617333610.775789,21809.000000000,1617333610.775000095,32.993008852,178.518716738,0.284201622,0.034658089,0.958137333,175.418059132,0.001034250,0.206626832,-0.015097733,0.014000037
1617333610.780343,21810.000000000,1617333610.779856443,32.724746350,178.533346775,0.281953990,0.034663051,0.958801031,175.428397860,0.001035583,0.205937132,-0.014943108,0.010407854
1617333610.785221,21811.000000000,1617333610.784852505,32.435307637,178.543715418,0.279528856,0.034711767,0.959509015,175.432677607,0.001064952,0.207185760,-0.015052948,0.010560047
1617333610.790226,21812.000000000,1617333610.789845467,32.145967312,178.554971518,0.277102500,0.034757372,0.960210919,175.437497635,0.001087840,0.208462104,-0.015170541,0.010723437
1617333610.795563,21813.000000000,1617333610.795168638,31.858205723,178.564558290,0.274688095,0.034810528,0.960902393,175.440811671,0.001120194,0.209750369,-0.015288321,0.010895196
1617333610.800607,21814.000000000,1617333610.799858570,31.572011550,178.573077010,0.272285432,0.034855645,0.961584330,175.444665427,0.001161962,0.211056069,-0.015409190,0.011076893
1617333610.808907,21815.000000000,1617333610.808501959,31.288056099,178.581165521,0.269899994,0.034906127,0.962254763,175.447633248,0.001204173,0.212377980,-0.015539463,0.011257864
1617333610.810207,21816.000000000,1617333610.809849977,31.005018287,178.589917016,0.267520368,0.034952726,0.962917268,175.451155798,0.001241551,0.213719249,-0.015672065,0.011450462
1617333610.815557,21817.000000000,1617333610.814946890,30.724344529,178.600118902,0.265158445,0.034922391,0.963571429,175.464099109,0.001287423,0.213643953,-0.015930772,0.010535951
1617333610.820467,21818.000000000,1617333610.819868088,30.444297831,178.605176590,0.262801886,0.034989346,0.964214265,175.463971047,0.001345719,0.214950994,-0.016068177,0.010687179
1617333610.825398,21819.000000000,1617333610.824849606,30.166380549,178.612192134,0.260461062,0.035047069,0.964847028,175.465370016,0.001390174,0.216272846,-0.016212229,0.010852077
1617333610.830482,21820.000000000,1617333610.829984188,29.890333913,178.617911152,0.258134872,0.035095979,0.965470195,175.467366303,0.001446081,0.217609569,-0.016359996,0.011021801
1617333610.835538,21821.000000000,1617333610.834935665,29.616089143,178.624173655,0.255822182,0.035162453,0.966082990,175.467327672,0.001492062,0.218961984,-0.016511511,0.011196245
1617333610.840831,21822.000000000,1617333610.839880466,29.342440381,178.629976867,0.253513187,0.035213444,0.966689527,175.468937132,0.001545276,0.220343754,-0.016675029,0.011370573
1617333610.845343,21823.000000000,1617333610.844846964,29.076988564,178.638898200,0.251270920,0.035235431,0.967274010,175.474558005,0.001577881,0.221230745,-0.016962821,0.012985137
1617333610.850320,21824.000000000,1617333610.849861383,28.807782482,178.645270793,0.248996422,0.035285205,0.967860162,175.476245031,0.001624495,0.222585440,-0.017149460,0.013254100
1617333610.856584,21825.000000000,1617333610.854954720,28.537868730,178.653533158,0.246713951,0.035342328,0.968442261,175.477503637,0.001654327,0.223965853,-0.017341908,0.013535458
1617333610.860337,21826.000000000,1617333610.859971523,28.269442407,178.661362851,0.244442821,0.035388719,0.969016254,175.479826935,0.001689414,0.225359499,-0.017539354,0.013816193
1617333610.865340,21827.000000000,1617333610.864979744,28.000426936,178.670778395,0.242164865,0.035439655,0.969586134,175.481959407,0.001710711,0.226771444,-0.017742161,0.014101890
1617333610.870283,21828.000000000,1617333610.869850159,27.731287752,178.680077056,0.239884555,0.035488341,0.970151007,175.484261687,0.001733210,0.228211522,-0.017932219,0.014397806
1617333610.876284,21829.000000000,1617333610.875524759,27.463333886,178.688939127,0.237613112,0.035544768,0.970707774,175.485448995,0.001756479,0.229666486,-0.018130066,0.014698075
1617333610.880419,21830.000000000,1617333610.879889250,27.199755252,178.700421992,0.235376552,0.035577983,0.971251249,175.489852612,0.001762436,0.230121225,-0.018284008,0.017468506
1617333610.885258,21831.000000000,1617333610.884895325,26.930947693,178.712242239,0.233094320,0.035616975,0.971800089,175.493684227,0.001765942,0.231551751,-0.018481253,0.017911348
1617333610.890260,21832.000000000,1617333610.889870167,26.663856014,178.724565624,0.230825171,0.035655044,0.972340107,175.497625849,0.001764515,0.232993588,-0.018676020,0.018356711
1617333610.896538,21833.000000000,1617333610.895243883,26.396571514,178.737748455,0.228552863,0.035684813,0.972875714,175.502666800,0.001757772,0.234455034,-0.018871736,0.018810190
1617333610.900556,21834.000000000,1617333610.899923563,26.128513891,178.750553571,0.226272851,0.035725132,0.973407030,175.506303182,0.001751406,0.235934317,-0.019071385,0.019274682
1617333610.905538,21835.000000000,1617333610.904905558,25.861205844,178.765707855,0.223997235,0.035766065,0.973931789,175.510306129,0.001725254,0.237434894,-0.019271757,0.019748893
1617333610.910608,21836.000000000,1617333610.909898281,25.592722925,178.777560078,0.221711412,0.035794854,0.974453628,175.514910812,0.001728454,0.238470510,-0.019243324,0.022825159
1617333610.916135,21837.000000000,1617333610.915003777,25.325465725,178.790736278,0.219434381,0.035826776,0.974967778,175.519338088,0.001719317,0.239988461,-0.019423528,0.023424104
1617333610.921220,21838.000000000,1617333610.919975042,25.059720669,178.802282472,0.217169508,0.035859667,0.975473464,175.523170313,0.001722092,0.241522148,-0.019605625,0.024030413
1617333610.925598,21839.000000000,1617333610.924947023,24.793283017,178.815959526,0.214896902,0.035884250,0.975975811,175.528380680,0.001709286,0.243075445,-0.019789422,0.024644002
1617333610.930675,21840.000000000,1617333610.930107832,24.528484979,178.826152356,0.212638214,0.035922982,0.976468980,175.531049426,0.001720542,0.244643658,-0.019982457,0.025253095
1617333610.936193,21841.000000000,1617333610.935012817,24.264235708,178.838369135,0.210382402,0.035955053,0.976956308,175.534852749,0.001716232,0.246233791,-0.020176442,0.025876665
1617333610.941200,21842.000000000,1617333610.939974070,24.001078759,178.850161078,0.208134919,0.035986230,0.977436483,175.538568066,0.001714741,0.247843727,-0.020374501,0.026507143
1617333610.945650,21843.000000000,1617333610.944978237,23.727550975,178.862675172,0.205797493,0.035966631,0.977931917,175.548492374,0.001721614,0.250153780,-0.020463871,0.027143847
1617333610.950857,21844.000000000,1617333610.949938774,23.466225142,178.874886830,0.203563258,0.035998516,0.978398263,175.552012536,0.001714919,0.251806170,-0.020661861,0.027785717
1617333610.955906,21845.000000000,1617333610.955076456,23.205209168,178.885870567,0.201331019,0.036044739,0.978858352,175.553515190,0.001714816,0.253483891,-0.020865619,0.028433347
1617333610.961444,21846.000000000,1617333610.960266829,22.944085409,178.896760775,0.199096814,0.036078785,0.979313970,175.556352324,0.001717714,0.255183607,-0.021074891,0.029086968
1617333610.965793,21847.000000000,1617333610.965042353,22.683931783,178.906724478,0.196870178,0.036123604,0.979762375,175.557652360,0.001725349,0.256897420,-0.021288088,0.029733060
1617333610.970760,21848.000000000,1617333610.969927311,22.425229964,178.916124429,0.194655105,0.036167152,0.980203211,175.558895677,0.001737068,0.258634508,-0.021507192,0.030388916
1617333610.976888,21849.000000000,1617333610.975446463,22.156645654,178.929079298,0.192353293,0.036180858,0.980657041,175.564426291,0.001728867,0.259158880,-0.021475945,0.031151021
1617333610.981145,21850.000000000,1617333610.980003119,21.898787148,178.938138776,0.190143511,0.036217567,0.981086493,175.566246615,0.001743810,0.260889649,-0.021676507,0.031827360
1617333610.986003,21851.000000000,1617333610.985201597,21.642625322,178.946888467,0.187947392,0.036253933,0.981508195,175.567955822,0.001760491,0.262631506,-0.021886075,0.032504804
1617333610.990798,21852.000000000,1617333610.990109921,21.386516865,178.956212532,0.185750589,0.036280800,0.981925309,175.570819760,0.001773965,0.264392316,-0.022099270,0.033186324
1617333610.996306,21853.000000000,1617333610.995281219,21.130428332,178.965006903,0.183553219,0.036326617,0.982336700,175.571308395,0.001787982,0.266164422,-0.022316987,0.033876486
1617333611.001279,21854.000000000,1617333611.000118494,20.874752766,178.974253448,0.181358293,0.036350019,0.982743442,175.574426897,0.001802050,0.267960459,-0.022538470,0.034571823
1617333611.005591,21855.000000000,1617333611.005011082,20.618523396,178.981515041,0.179158375,0.036389597,0.983145416,175.575242307,0.001829545,0.269775808,-0.022764007,0.035274830
1617333611.010518,21856.000000000,1617333611.009924650,20.346650602,178.995811151,0.176820859,0.036341920,0.983570218,175.587679574,0.001819902,0.270734519,-0.022646884,0.036284182
1617333611.016409,21857.000000000,1617333611.015597820,20.092505274,179.003175266,0.174636915,0.036370136,0.983959198,175.589672334,0.001847162,0.272563368,-0.022857854,0.037014619
1617333611.021041,21858.000000000,1617333611.020109415,19.838525986,179.012442859,0.172452942,0.036403939,0.984343052,175.591290636,0.001857316,0.274414033,-0.023071984,0.037751343
1617333611.025740,21859.000000000,1617333611.025043726,19.586545255,179.019857498,0.170285881,0.036433440,0.984719157,175.592995898,0.001882703,0.276288867,-0.023284020,0.038494051
1617333611.030887,21860.000000000,1617333611.030170918,19.331427261,179.029031880,0.168090463,0.036467385,0.985095024,175.594477119,0.001893589,0.278183490,-0.023499914,0.039246324
1617333611.038773,21861.000000000,1617333611.038083315,19.079561937,179.037276123,0.165922463,0.036499649,0.985461235,175.595885560,0.001911127,0.280100107,-0.023717491,0.040006883
1617333611.041326,21862.000000000,1617333611.040110826,18.824920222,179.045591166,0.163729757,0.036532149,0.985826671,175.597261666,0.001928847,0.282036364,-0.023936328,0.040777691
1617333611.045847,21863.000000000,1617333611.045201540,18.547016791,179.058862692,0.161334381,0.036523338,0.986221850,175.604527623,0.001920049,0.284398079,-0.023261461,0.042940065
1617333611.050762,21864.000000000,1617333611.050103664,18.293914101,179.069239826,0.159152552,0.036545496,0.986575484,175.607280948,0.001921039,0.286387503,-0.023436677,0.043774143
1617333611.055995,21865.000000000,1617333611.055138350,18.039427175,179.079453405,0.156958103,0.036579423,0.986925781,175.608593061,0.001921758,0.288397402,-0.023617677,0.044609185
1617333611.061105,21866.000000000,1617333611.060209036,17.787638742,179.092687734,0.154785097,0.036587816,0.987268686,175.613237455,0.001899912,0.290432572,-0.023799172,0.045457639
1617333611.065751,21867.000000000,1617333611.065103292,17.533899438,179.105740410,0.152594626,0.036621280,0.987608433,175.614889507,0.001876045,0.292491376,-0.023983190,0.046313558
1617333611.071622,21868.000000000,1617333611.070973873,17.280574500,179.119931903,0.150406539,0.036623724,0.987943947,175.620227391,0.001846909,0.294579893,-0.024173193,0.047180433
1617333611.078775,21869.000000000,1617333611.078128338,17.027816041,179.133513485,0.148222819,0.036638811,0.988273382,175.623913141,0.001820408,0.296685517,-0.024364779,0.048053265
1617333611.081210,21870.000000000,1617333611.080123425,16.774765450,179.148079958,0.146035537,0.036652237,0.988598526,175.627857908,0.001785614,0.298813254,-0.024559628,0.048933368
1617333611.085726,21871.000000000,1617333611.085101128,16.486960203,179.166776725,0.143546164,0.036592416,0.988965392,175.641247984,0.001738520,0.301126897,-0.024399454,0.050584413
1617333611.090718,21872.000000000,1617333611.090120792,16.234687067,179.180303157,0.141364440,0.036626257,0.989278376,175.642474719,0.001708400,0.303308874,-0.024585469,0.051479749
1617333611.096163,21873.000000000,1617333611.095410109,15.981302595,179.194117078,0.139172316,0.036642812,0.989588618,175.645676593,0.001678442,0.305506289,-0.024775250,0.052391313
1617333611.101021,21874.000000000,1617333611.100143909,15.730100087,179.207015203,0.136998653,0.036664959,0.989891112,175.647993935,0.001654399,0.307725668,-0.024968103,0.053310379
1617333611.105710,21875.000000000,1617333611.105122328,15.476790339,179.222266384,0.134805351,0.036680423,0.990191698,175.651351915,0.001611792,0.309970319,-0.025167245,0.054240938
1617333611.110734,21876.000000000,1617333611.110114574,15.224600383,179.235499259,0.132621706,0.036690719,0.990486205,175.654934069,0.001586298,0.312236160,-0.025369000,0.055175420
1617333611.115809,21877.000000000,1617333611.115161657,14.965395828,179.252537937,0.130375311,0.036560990,0.990789175,175.675211657,0.001549034,0.307299405,-0.024923885,0.051420413
1617333611.121551,21878.000000000,1617333611.120199680,14.711163149,179.266013011,0.128172651,0.036588658,0.991075575,175.676663283,0.001518992,0.309432268,-0.025126625,0.052239783
1617333611.125893,21879.000000000,1617333611.125109911,14.458476277,179.275704588,0.125983924,0.036608409,0.991355419,175.678450332,0.001521405,0.311584860,-0.025333431,0.053050257
1617333611.130926,21880.000000000,1617333611.130198002,14.205061205,179.287428754,0.123787634,0.036628265,0.991631389,175.680422989,0.001506549,0.313759655,-0.025543895,0.053866211
1617333611.136346,21881.000000000,1617333611.135227919,13.950309261,179.294144673,0.121580794,0.036664657,0.991903007,175.679811905,0.001532610,0.315957963,-0.025762605,0.054682348
1617333611.141297,21882.000000000,1617333611.140166044,13.695348642,179.301085508,0.119371474,0.036708910,0.992169559,175.678271403,0.001555808,0.318178713,-0.025984405,0.055509489
1617333611.145855,21883.000000000,1617333611.145118713,13.419659521,179.312086987,0.116980523,0.036607146,0.992458105,175.694235842,0.001568632,0.314712524,-0.025760388,0.054735962
1617333611.150877,21884.000000000,1617333611.150118828,13.164010805,179.318621059,0.114764132,0.036636423,0.992715716,175.694265794,0.001596849,0.316858023,-0.025982169,0.055557039
1617333611.156413,21885.000000000,1617333611.155628681,12.907528276,179.323740200,0.112540402,0.036665887,0.992969155,175.694072287,0.001637346,0.319021285,-0.026209004,0.056387980
1617333611.161169,21886.000000000,1617333611.160208225,12.649765980,179.329491090,0.110304795,0.036694482,0.993218780,175.694017362,0.001672902,0.321206033,-0.026440693,0.057224147
1617333611.165708,21887.000000000,1617333611.165137768,12.392110804,179.332851538,0.108070381,0.036742229,0.993462622,175.691445786,0.001726742,0.323403567,-0.026674680,0.058067247
1617333611.170623,21888.000000000,1617333611.170138836,12.134028527,179.338962332,0.105830759,0.036760177,0.993702888,175.692571577,0.001760365,0.325628698,-0.026914271,0.058920074
1617333611.175871,21889.000000000,1617333611.175371408,11.876576838,179.343888512,0.103596479,0.036787428,0.993937254,175.692446340,0.001802845,0.327876121,-0.027158203,0.059781842
1617333611.184497,21890.000000000,1617333611.181614637,11.579819053,179.354423908,0.101018578,0.036666248,0.994206965,175.710328802,0.001825532,0.326283067,-0.027626405,0.058200251
1617333611.185676,21891.000000000,1617333611.185148954,11.321822099,179.358801579,0.098778628,0.036699008,0.994430721,175.709410544,0.001871856,0.328499287,-0.027901480,0.059005074
1617333611.190751,21892.000000000,1617333611.190167189,11.062940573,179.364135951,0.096530169,0.036720041,0.994650662,175.709903637,0.001911365,0.330739379,-0.028179917,0.059819028
1617333611.195687,21893.000000000,1617333611.195320606,10.805702283,179.369520423,0.094295464,0.036742900,0.994864047,175.710130221,0.001949630,0.333003610,-0.028459879,0.060639568
1617333611.200500,21894.000000000,1617333611.200114489,10.547387063,179.375309204,0.092050806,0.036763065,0.995073497,175.710668822,0.001984950,0.335290968,-0.028743474,0.061469663
1617333611.205679,21895.000000000,1617333611.205151558,10.290208727,179.381199823,0.089815512,0.036784250,0.995276868,175.711040897,0.002018829,0.337601423,-0.029029928,0.062308036
1617333611.210433,21896.000000000,1617333611.210077286,10.013817905,179.392018616,0.087411150,0.036745641,0.995492280,175.718846495,0.002021848,0.334572434,-0.029931437,0.060685519
1617333611.215487,21897.000000000,1617333611.215125561,9.757122327,179.397378252,0.085179321,0.036776308,0.995684624,175.717967538,0.002059007,0.336785734,-0.030278021,0.061451271
1617333611.220879,21898.000000000,1617333611.220096350,9.498186698,179.403443034,0.082927339,0.036796954,0.995873868,175.718273612,0.002091637,0.339019746,-0.030623307,0.062234316
1617333611.225422,21899.000000000,1617333611.225078344,9.243612487,179.409222707,0.080712929,0.036816701,0.996054947,175.718574973,0.002125267,0.341276675,-0.030972688,0.063024484
1617333611.230536,21900.000000000,1617333611.230170012,8.987856536,179.416079603,0.078487523,0.036844637,0.996231735,175.717982507,0.002149268,0.343556911,-0.031324405,0.063823551
1617333611.235514,21901.000000000,1617333611.235142469,8.732025443,179.421111539,0.076261654,0.036873236,0.996403396,175.717122761,0.002188975,0.345860183,-0.031680591,0.064627700
1617333611.240740,21902.000000000,1617333611.240127563,8.477479686,179.427055707,0.074046277,0.036894239,0.996569633,175.717151157,0.002220908,0.348186672,-0.032040481,0.065438405
1617333611.245446,21903.000000000,1617333611.245106459,8.201706462,179.443082533,0.071642429,0.036820464,0.996748209,175.728915488,0.002179418,0.346310169,-0.031688105,0.063421004
1617333611.250438,21904.000000000,1617333611.250109196,7.949601989,179.447440434,0.069448046,0.036843318,0.996902525,175.728480515,0.002223771,0.348541260,-0.032018770,0.064139538
1617333611.255651,21905.000000000,1617333611.255279303,7.695773395,179.451321801,0.067238525,0.036885947,0.997052252,175.725713760,0.002271461,0.350798368,-0.032353200,0.064863376
1617333611.261026,21906.000000000,1617333611.260351896,7.445196141,179.455226214,0.065056920,0.036907513,0.997196138,175.725308902,0.002319311,0.353080124,-0.032690961,0.065588385
1617333611.265432,21907.000000000,1617333611.265075684,7.194062145,179.459032829,0.062870190,0.036931258,0.997335374,175.724613780,0.002368031,0.355383724,-0.033032112,0.066318899
1617333611.270429,21908.000000000,1617333611.270072699,6.946857119,179.462281218,0.060717538,0.036955204,0.997467697,175.723797342,0.002420264,0.357710540,-0.033376697,0.067053489
1617333611.275784,21909.000000000,1617333611.275412321,6.697126781,179.465596302,0.058542624,0.036988147,0.997596383,175.721935379,0.002472222,0.360056669,-0.033724312,0.067794144
1617333611.280484,21910.000000000,1617333611.280127287,6.422679411,179.480470540,0.056148436,0.037002876,0.997733593,175.722948131,0.002433094,0.356127679,-0.032805678,0.065558486
1617333611.285426,21911.000000000,1617333611.285073042,6.176102426,179.483007060,0.054000620,0.037019845,0.997851372,175.722761240,0.002491627,0.358328104,-0.033105891,0.066199802
1617333611.290430,21912.000000000,1617333611.290077448,5.930725931,179.485041955,0.051863201,0.037049551,0.997963428,175.721047251,0.002553435,0.360551208,-0.033409167,0.066840328
1617333611.295886,21913.000000000,1617333611.295438290,5.685715418,179.487534079,0.049728546,0.037062287,0.998071492,175.721274538,0.002612032,0.362798631,-0.033716075,0.067485891
1617333611.300444,21914.000000000,1617333611.300087929,5.443036943,179.490773873,0.047613770,0.037089009,0.998173475,175.719887124,0.002662657,0.365069032,-0.034026343,0.068131931
1617333611.305443,21915.000000000,1617333611.305094242,5.198478890,179.491545621,0.045483191,0.037108928,0.998271883,175.719147079,0.002735688,0.367364466,-0.034340031,0.068779752
1617333611.310438,21916.000000000,1617333611.310081244,4.944582547,179.509550198,0.043265458,0.037132934,0.998369813,175.718718963,0.002661768,0.359639436,-0.033358421,0.065944247
1617333611.315509,21917.000000000,1617333611.315160275,4.704891232,179.512189286,0.041176271,0.037154865,0.998457193,175.717714078,0.002716849,0.361719519,-0.033635527,0.066501461
1617333611.320467,21918.000000000,1617333611.320131063,4.464033587,179.516063465,0.039076336,0.037176035,0.998540640,175.716821727,0.002761609,0.363822222,-0.033918250,0.067067876
1617333611.325434,21919.000000000,1617333611.325078726,4.227160876,179.519393916,0.037011124,0.037193488,0.998618543,175.716278833,0.002809930,0.365942895,-0.034203090,0.067635491
1617333611.330548,21920.000000000,1617333611.330186844,3.989214197,179.524713032,0.034935690,0.037190624,0.998693347,175.718110825,0.002841999,0.368081212,-0.034491260,0.068207860
1617333611.335712,21921.000000000,1617333611.335314751,3.754342343,179.529664441,0.032887086,0.037209839,0.998762071,175.717340062,0.002875434,0.370239258,-0.034782939,0.068786338
1617333611.340472,21922.000000000,1617333611.340100527,3.519492117,179.535146259,0.030838322,0.037215844,0.998827100,175.718062959,0.002904652,0.372436851,-0.035066720,0.069374099
1617333611.345435,21923.000000000,1617333611.345088482,3.255645794,179.553719740,0.028532395,0.037217438,0.998895824,175.719772751,0.002829427,0.370868862,-0.034583624,0.068516478
1617333611.350449,21924.000000000,1617333611.350090981,3.022712937,179.560667978,0.026499616,0.037227631,0.998951435,175.719933714,0.002844990,0.372972906,-0.034838758,0.069024898
1617333611.355734,21925.000000000,1617333611.355332136,2.792483668,179.567727873,0.024490260,0.037237968,0.999002278,175.720021929,0.002858656,0.375117630,-0.035098661,0.069520868
1617333611.360989,21926.000000000,1617333611.360338688,2.562521747,179.575645020,0.022482868,0.037252989,0.999048829,175.719545264,0.002864630,0.377275109,-0.035358146,0.070031703
1617333611.365536,21927.000000000,1617333611.365174532,2.334363294,179.583665116,0.020491075,0.037266698,0.999091148,175.719164525,0.002869133,0.379455328,-0.035619192,0.070547014
1617333611.370458,21928.000000000,1617333611.370093584,2.106770655,179.593221959,0.018503655,0.037288375,0.999129117,175.717846897,0.002859898,0.381654859,-0.035882965,0.071069717
1617333611.375750,21929.000000000,1617333611.375309944,1.840963305,179.609222842,0.016180854,0.037311189,0.999168754,175.716604463,0.002806994,0.382918000,-0.035920210,0.071211606
1617333611.380504,21930.000000000,1617333611.380131960,1.617628200,179.617910362,0.014230638,0.037313096,0.999198377,175.717397148,0.002804267,0.385100603,-0.036171775,0.071690872
1617333611.385531,21931.000000000,1617333611.385189533,1.394394488,179.628486516,0.012280654,0.037321515,0.999224007,175.717415764,0.002784913,0.387312412,-0.036427546,0.072175108
1617333611.390448,21932.000000000,1617333611.390093803,1.173169184,179.636629146,0.010348919,0.037325803,0.999245703,175.717818219,0.002786143,0.389544666,-0.036684398,0.072658822
1617333611.395694,21933.000000000,1617333611.395337343,0.952060018,179.647817942,0.008417206,0.037344962,0.999263167,175.716493054,0.002760618,0.391801596,-0.036943734,0.073143899
1617333611.400423,21934.000000000,1617333611.400114536,0.732557341,179.657728121,0.006499846,0.037348703,0.999277413,175.716863721,0.002745847,0.394086152,-0.037210383,0.073626928
1617333611.405469,21935.000000000,1617333611.405119181,0.512547460,179.668689711,0.004577717,0.037360348,0.999287665,175.716280259,0.002722010,0.396391839,-0.037478592,0.074114032
1617333611.410564,21936.000000000,1617333611.410202503,0.243517031,179.693950511,0.002223408,0.037366964,0.999295831,175.716389114,0.002589490,0.398354381,-0.037400112,0.074656233
1617333611.415592,21937.000000000,1617333611.415189266,0.026295630,179.704358063,0.000325766,0.037385281,0.999297559,175.714881515,0.002569577,0.400672674,-0.037644438,0.075145975
1617333611.420999,21938.000000000,1617333611.420459986,-0.189596778,179.714688172,-0.001560300,0.037388973,0.999296367,175.714993561,0.002549924,0.403011292,-0.037896074,0.075640976
1617333611.425549,21939.000000000,1617333611.425196171,-0.404289749,179.725901740,-0.003436214,0.037382729,0.999292016,175.716184875,0.002522131,0.405369848,-0.038148910,0.076136775
1617333611.430563,21940.000000000,1617333611.430197716,-0.619364467,179.735853884,-0.005314989,0.037393469,0.999283314,175.715378389,0.002505508,0.407758385,-0.038400020,0.076643936
1617333611.435708,21941.000000000,1617333611.435317993,-0.834255962,179.744395337,-0.007191670,0.037411071,0.999270976,175.713743014,0.002501199,0.410167515,-0.038653001,0.077151582
1617333611.440602,21942.000000000,1617333611.440220356,-1.047613019,179.752051882,-0.009054731,0.037399147,0.999256313,175.715451660,0.002503889,0.412598312,-0.038906276,0.077663682
1617333611.445457,21943.000000000,1617333611.445099831,-1.323243890,179.771953316,-0.011464684,0.037426841,0.999230742,175.712537229,0.002420496,0.415579826,-0.038744867,0.077195436
1617333611.450572,21944.000000000,1617333611.450204372,-1.536311779,179.780519487,-0.013325420,0.037420664,0.999207795,175.713455379,0.002415195,0.418105513,-0.038982373,0.077678449
1617333611.455796,21945.000000000,1617333611.455327511,-1.750987485,179.792072122,-0.015201066,0.037431225,0.999180794,175.712364771,0.002384610,0.420655400,-0.039222531,0.078161478
1617333611.461030,21946.000000000,1617333611.460345745,-1.963103525,179.801142920,-0.017053556,0.037429746,0.999150932,175.712635609,0.002374660,0.423228443,-0.039465342,0.078648441
1617333611.465679,21947.000000000,1617333611.465312719,-2.173774142,179.812133788,-0.018893998,0.037433576,0.999117732,175.712211740,0.002347600,0.425824940,-0.039715137,0.079153709
1617333611.470576,21948.000000000,1617333611.470204830,-2.384109382,179.821516771,-0.020730939,0.037432563,0.999081373,175.712321496,0.002334366,0.428445697,-0.039966311,0.079659149
1617333611.475613,21949.000000000,1617333611.475245714,-2.638545980,179.838180456,-0.022954086,0.037688598,0.999023259,175.682758089,0.002277975,0.429831743,-0.039813790,0.077831894
1617333611.480547,21950.000000000,1617333611.480224848,-2.848330981,179.848079830,-0.024786215,0.037697896,0.998979211,175.681552967,0.002260810,0.432451189,-0.040037211,0.078268968
1617333611.485558,21951.000000000,1617333611.485203743,-3.057095183,179.855922930,-0.026608720,0.037691586,0.998932540,175.682141777,0.002260857,0.435094357,-0.040266152,0.078703836
1617333611.490571,21952.000000000,1617333611.490210295,-3.264983541,179.865961748,-0.028424200,0.037695687,0.998882413,175.681430716,0.002241780,0.437762558,-0.040498160,0.079141617
1617333611.495889,21953.000000000,1617333611.495433807,-3.474235406,179.872768800,-0.030250421,0.037694708,0.998828828,175.681349826,0.002251178,0.440461129,-0.040734820,0.079577170
1617333611.500797,21954.000000000,1617333611.500228405,-3.682610574,179.883026908,-0.032069992,0.037710872,0.998771489,175.679151813,0.002230802,0.443182379,-0.040974185,0.080023326
1617333611.505558,21955.000000000,1617333611.505213976,-3.891152062,179.888534701,-0.033889364,0.037718587,0.998711050,175.678032395,0.002251636,0.445927560,-0.041216850,0.080477312
1617333611.510635,21956.000000000,1617333611.510206699,-4.146074594,179.897464071,-0.036113344,0.037993312,0.998622656,175.646095538,0.002267641,0.448792905,-0.041309759,0.079553790
1617333611.515875,21957.000000000,1617333611.515337467,-4.354772691,179.906580449,-0.037935022,0.037995897,0.998555064,175.645344985,0.002257523,0.451589674,-0.041541684,0.079993181
1617333611.520562,21958.000000000,1617333611.520234346,-4.562485376,179.917131727,-0.039748441,0.038006514,0.998484135,175.643568245,0.002234958,0.454414248,-0.041777626,0.080440871
1617333611.525559,21959.000000000,1617333611.525208712,-4.772397793,179.926849633,-0.041580662,0.037998993,0.998409867,175.643853361,0.002219697,0.457274228,-0.042017661,0.080882221
1617333611.530718,21960.000000000,1617333611.530342579,-4.980656019,179.935025047,-0.043397769,0.038012743,0.998331964,175.641715159,0.002218241,0.460156351,-0.042261358,0.081334077
1617333611.535758,21961.000000000,1617333611.535345793,-5.188850684,179.943801892,-0.045214407,0.038014852,0.998251319,175.640842074,0.002211097,0.463065207,-0.042508859,0.081788890
1617333611.540791,21962.000000000,1617333611.540230274,-5.443022061,179.953351516,-0.047431089,0.038260382,0.998139024,175.611875765,0.002224120,0.466212124,-0.043803871,0.080040462
1617333611.545559,21963.000000000,1617333611.545216084,-5.651804334,179.962552356,-0.049252674,0.038249172,0.998051286,175.612406339,0.002213391,0.469181985,-0.044090874,0.080414802
1617333611.550583,21964.000000000,1617333611.550213099,-5.859874475,179.969294927,-0.051067024,0.038258646,0.997959673,175.610640658,0.002224847,0.472179979,-0.044380795,0.080795653
1617333611.555613,21965.000000000,1617333611.555249214,-6.068132024,179.977127660,-0.052883226,0.038257059,0.997865140,175.610047854,0.002226390,0.475202590,-0.044678200,0.081186093
1617333611.561031,21966.000000000,1617333611.560355186,-6.275539421,179.982784357,-0.054691121,0.038257945,0.997767627,175.609248865,0.002246720,0.478251278,-0.044977713,0.081578299
1617333611.565871,21967.000000000,1617333611.565339327,-6.483427573,179.988281984,-0.056502957,0.038263127,0.997666419,175.607929418,0.002268879,0.481326640,-0.045281339,0.081975386
1617333611.570587,21968.000000000,1617333611.570223093,-6.691212539,179.993714609,-0.058313686,0.038268354,0.997561991,175.606574258,0.002291633,0.484428674,-0.045590430,0.082378075
1617333611.576058,21969.000000000,1617333611.575528145,-6.944071363,180.001848975,-0.060516857,0.038531281,0.997420549,175.575309724,0.002321764,0.487479657,-0.047371343,0.081602164
