__time,/orientation/angular_velocity/x,/orientation/angular_velocity/y,/orientation/angular_velocity/z,/orientation/angular_velocity_covariance[0;0],/orientation/angular_velocity_covariance[0;1],/orientation/angular_velocity_covariance[0;2],/orientation/angular_velocity_covariance[1;1],/orientation/angular_velocity_covariance[1;2],/orientation/angular_velocity_covariance[2;2],/orientation/header/seq,/orientation/header/stamp,/orientation/linear_acceleration/x,/orientation/linear_acceleration/y,/orientation/linear_acceleration/z,/orientation/linear_acceleration_covariance[0;0],/orientation/linear_acceleration_covariance[0;1],/orientation/linear_acceleration_covariance[0;2],/orientation/linear_acceleration_covariance[1;1],/orientation/linear_acceleration_covariance[1;2],/orientation/linear_acceleration_covariance[2;2],/orientation/orientation/pitch_deg,/orientation/orientation/roll_deg,/orientation/orientation/w,/orientation/orientation/x,/orientation/orientation/y,/orientation/orientation/yaw_deg,/orientation/orientation/z,/orientation/orientation_covariance[0;0],/orientation/orientation_covariance[0;1],/orientation/orientation_covariance[0;2],/orientation/orientation_covariance[1;1],/orientation/orientation_covariance[1;2],/orientation/orientation_covariance[2;2]
1617333621.368236,0.532706916,0.061407488,-0.016558694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16103.000000000,1617333621.367639542,0.023000000,0.277824998,0.950470030,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.604647758,379.215947722,-0.985747337,-0.166605949,0.016880924,-2.112902205,0.015840285,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.376370,0.521938026,0.049668461,-0.014165790,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16104.000000000,1617333621.375647068,0.019570000,0.282099992,0.947189987,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.568058007,379.453992857,-0.985402703,-0.168660074,0.016597109,-2.111497153,0.015847115,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.384290,0.515616000,0.044814233,-0.013133894,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16105.000000000,1617333621.383637905,0.020675000,0.284960002,0.940090001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.535255876,379.686995744,-0.985060811,-0.170669407,0.016345570,-2.110304738,0.015852079,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.392286,0.508245289,0.026155854,-0.012950227,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16106.000000000,1617333621.391695976,0.019874999,0.288159996,0.937650025,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.510093066,379.918891509,-0.984715402,-0.172666773,0.016163688,-2.111820436,0.015870014,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.400394,0.508971453,0.028159374,-0.009854652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16107.000000000,1617333621.399648428,0.016255001,0.289344996,0.933459997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.482130814,380.149386430,-0.984368443,-0.174652129,0.015955126,-2.111643791,0.015878685,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.408245,0.517742574,0.027757948,-0.008962091,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16108.000000000,1617333621.407639980,0.013160000,0.292170018,0.934334993,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.452033969,380.383831311,-0.984011590,-0.176671132,0.015728312,-2.111096090,0.015887829,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.416747,0.510389090,0.020905845,-0.007417417,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16109.000000000,1617333621.415760040,0.010225000,0.293200016,0.936850011,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.422500154,380.617342603,-0.983651876,-0.178681225,0.015506891,-2.110924342,0.015900439,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.424305,0.500021577,0.015822981,-0.005760866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16110.000000000,1617333621.423654556,0.012244999,0.293199986,0.940015018,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.397956055,380.842170188,-0.983301342,-0.180615172,0.015327313,-2.110828158,0.015907940,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.432291,0.510327578,0.016291717,-0.005252568,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16111.000000000,1617333621.431704044,0.010985000,0.293844998,0.945855021,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.372346151,381.073951152,-0.982935965,-0.182608292,0.015139133,-2.110408449,0.015914213,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.440977,0.514595985,0.010198365,-0.004661600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16112.000000000,1617333621.439649343,0.012015000,0.298005015,0.946735024,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.350762934,381.306750033,-0.982564449,-0.184608579,0.014986862,-2.110706719,0.015920833,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.448831,0.530123174,0.009451131,-0.002509143,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16113.000000000,1617333621.448197365,0.013505000,0.301894993,0.950775027,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.331205902,381.562823627,-0.982150912,-0.186807349,0.014853914,-2.110166087,0.015914623,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.457560,0.528259814,-0.000474497,-0.001644100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16114.000000000,1617333621.456133127,0.015110000,0.304450005,0.950510025,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.317845962,381.801216232,-0.981760979,-0.188852444,0.014773805,-2.110934137,0.015912334,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.464272,0.542978227,-0.002255256,-0.002091253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16115.000000000,1617333621.463674545,0.020980000,0.310820013,0.952069998,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.308605913,382.033669927,-0.981376290,-0.190845072,0.014728907,-2.112123786,0.015907941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.472618,0.554628909,-0.000597426,0.002483371,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16116.000000000,1617333621.471675158,0.022465000,0.317499995,0.950850010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.299773195,382.285509829,-0.980955243,-0.193003088,0.014686629,-2.111174673,0.015882317,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.480459,0.566268027,-0.001602154,-0.008366701,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16117.000000000,1617333621.479953051,0.023840001,0.323444992,0.949169993,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.308552740,382.552673701,-0.980501473,-0.195287541,0.014805439,-2.115109152,0.015866704,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.488228,0.565682173,-0.001909448,-0.001890715,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16118.000000000,1617333621.487641096,0.025140001,0.328709990,0.949020028,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.318849526,382.800406761,-0.980076134,-0.197404832,0.014929634,-2.116194187,0.015826164,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.496272,0.578821540,0.007007671,-0.003312984,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16119.000000000,1617333621.495660305,0.030745000,0.331535012,0.944784999,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.328330284,383.064748414,-0.979617536,-0.199663460,0.015047398,-2.116340027,0.015776375,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.504096,0.580037534,0.015014310,-0.000378038,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16120.000000000,1617333621.503640652,0.031665001,0.335884988,0.941430032,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.335640922,383.328396719,-0.979155421,-0.201915830,0.015141657,-2.113807975,0.015707169,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.512311,0.576439559,0.011214613,-0.004494804,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16121.000000000,1617333621.511661053,0.031815000,0.339659989,0.934675038,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.343930009,383.591209503,-0.978689253,-0.204159513,0.015248151,-2.113651559,0.015656266,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.520427,0.588266909,0.020197066,-0.007774103,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16122.000000000,1617333621.519732714,0.030290000,0.344274998,0.932044983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.346547926,383.861648021,-0.978204548,-0.206468254,0.015306565,-2.113186942,0.015611543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.528142,0.585176051,0.026173191,-0.008504233,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16123.000000000,1617333621.527640820,0.029485000,0.347519994,0.928035021,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.346241905,384.125301468,-0.977727115,-0.208718598,0.015337473,-2.111891196,0.015565787,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.536114,0.584774673,0.032064781,-0.011371867,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16124.000000000,1617333621.535645485,0.027234999,0.351864994,0.925899982,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.341440046,384.391984557,-0.977239251,-0.210994482,0.015330352,-2.110610131,0.015527986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.544124,0.594896197,0.036277425,-0.009485574,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16125.000000000,1617333621.543639898,0.021100000,0.356139988,0.922280014,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.314916901,384.662924757,-0.976739764,-0.213309601,0.015135513,-2.107678092,0.015516172,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.552178,0.600743711,0.032723643,-0.014060140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16126.000000000,1617333621.551643610,0.019760000,0.359270006,0.919454992,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.288722270,384.936814908,-0.976228774,-0.215648249,0.014948590,-2.107237978,0.015525590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.560610,0.593707085,0.032706365,-0.012682319,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16127.000000000,1617333621.559651136,0.014995000,0.361784995,0.918844998,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.260282406,385.207462510,-0.975718558,-0.217958540,0.014741022,-2.106155559,0.015535216,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.569821,0.598718941,0.023527967,-0.007974583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16128.000000000,1617333621.567654133,0.012435000,0.365675002,0.916254997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.234854662,385.480142261,-0.975198805,-0.220284402,0.014559063,-2.104850319,0.015537954,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.577819,0.614100039,0.017094627,-0.003612890,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16129.000000000,1617333621.576481104,0.008740000,0.369454980,0.916370034,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.209082464,385.788284336,-0.974604607,-0.222910777,0.014377577,-2.102772537,0.015531295,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.584567,0.614864588,0.018327935,-0.005693497,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16130.000000000,1617333621.583669662,0.006945000,0.373764992,0.911825001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.182745031,386.039381785,-0.974115372,-0.225050628,0.014185389,-2.101591828,0.015541526,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.592420,0.621795475,0.019148180,-0.004393692,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16131.000000000,1617333621.591654778,0.008355000,0.379370004,0.911710024,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.157273590,386.321843649,-0.973559260,-0.227455825,0.014003206,-2.099543928,0.015539754,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.601366,0.632049620,0.014305475,-0.004243710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16132.000000000,1617333621.599776506,0.009920000,0.386505008,0.909004986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.135533363,386.613199047,-0.972979009,-0.229934379,0.013855710,-2.098355281,0.015537698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.608473,0.632925510,0.012301836,-0.005275607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16133.000000000,1617333621.607668638,0.013620000,0.393794984,0.907135010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.117186751,386.880994662,-0.972439945,-0.232210860,0.013734889,-2.097656981,0.015536583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.617649,0.628914535,0.010734357,-0.000740834,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16134.000000000,1617333621.615933895,0.012820000,0.398180008,0.905345023,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.100473133,387.176480399,-0.971838951,-0.234720781,0.013629110,-2.095673703,0.015518580,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.624787,0.638210118,0.010092715,-0.000897041,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16135.000000000,1617333621.623655081,0.013695000,0.401154995,0.902404964,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.084648483,387.440626160,-0.971296251,-0.236963347,0.013526590,-2.093674178,0.015502944,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.632359,0.630186260,0.001945926,0.000358374,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16136.000000000,1617333621.631653547,0.011520000,0.407409996,0.902099967,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.071277749,387.727428446,-0.970700741,-0.239395976,0.013450935,-2.093118855,0.015492308,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.640226,0.632764161,0.014176726,-0.003127572,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16137.000000000,1617333621.639659882,0.009655000,0.412064999,0.900039971,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.049772904,387.999254340,-0.970131278,-0.241701916,0.013301235,-2.091048215,0.015488247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.648185,0.631944001,0.011900353,-0.005286195,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16138.000000000,1617333621.647658825,0.010755000,0.414920002,0.899924994,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.031119761,388.286832213,-0.969522417,-0.244139075,0.013181332,-2.090614327,0.015490940,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.656879,0.643120050,0.019561185,-0.003880798,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16139.000000000,1617333621.655678511,0.013120000,0.415874988,0.898244977,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.011355040,388.563024120,-0.968932271,-0.246478900,0.013045073,-2.087615649,0.015476336,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.664021,0.644877791,0.014126753,-0.006463652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16140.000000000,1617333621.663643837,0.014040000,0.420720011,0.900875032,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.994152101,388.838469527,-0.968337715,-0.248810291,0.012935123,-2.086807629,0.015475505,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.672101,0.646791101,0.004473919,-0.002101900,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16141.000000000,1617333621.671635389,0.012130000,0.425835013,0.899240017,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.980410513,389.116023236,-0.967732728,-0.251157403,0.012855543,-2.086357399,0.015470481,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.680262,0.658641458,0.007866315,0.000854397,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16142.000000000,1617333621.679648161,0.014950000,0.430640012,0.899585009,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.968090684,389.398839345,-0.967110634,-0.253547430,0.012784404,-2.083955102,0.015445723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.688083,0.660489559,0.003732387,-0.003279299,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16143.000000000,1617333621.687638998,0.013235000,0.433919996,0.896035016,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.955624046,389.681863207,-0.966481805,-0.255937397,0.012717729,-2.084112806,0.015443306,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.696202,0.672339916,0.001673131,-0.003513464,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16144.000000000,1617333621.695682526,0.015565000,0.441094995,0.892300010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.945313759,389.970809811,-0.965833664,-0.258375317,0.012671319,-2.084814433,0.015440377,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.704036,0.674917877,-0.000553269,0.004469031,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16145.000000000,1617333621.703642130,0.012970000,0.448989987,0.890429974,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.936259448,390.258376790,-0.965182662,-0.260800004,0.012629366,-2.082879687,0.015412862,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.712112,0.681579828,-0.002249496,0.001590809,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16146.000000000,1617333621.711638212,0.018370001,0.453400016,0.888710022,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.946887594,390.550094819,-0.964515388,-0.263254464,0.012757059,-2.082465277,0.015352731,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.720454,0.692035615,-0.001947845,-0.004914440,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16147.000000000,1617333621.719645739,0.017850000,0.458680004,0.889394999,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.955471841,390.846389236,-0.963831007,-0.265745789,0.012873687,-2.084525022,0.015317090,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.728158,0.695383847,0.004301015,0.000464025,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16148.000000000,1617333621.727640390,0.011635000,0.462150007,0.882420003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.942433529,391.143615955,-0.963138998,-0.268247277,0.012800235,-2.083004377,0.015301419,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.736199,0.693380177,0.009981362,-0.000907687,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16149.000000000,1617333621.735655069,0.009535000,0.465355009,0.872035027,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.925149308,391.440560387,-0.962441444,-0.270745426,0.012689169,-2.080668357,0.015289459,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.744107,0.692905843,0.015231314,-0.003874689,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16150.000000000,1617333621.743640900,0.016744999,0.465849996,0.866779983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.927053788,391.736334308,-0.961739719,-0.273228645,0.012738750,-2.078226352,0.015231616,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.752209,0.696275175,0.020659985,-0.010785378,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16151.000000000,1617333621.751637220,0.024110001,0.466765016,0.865364969,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.931137158,392.034198689,-0.961026251,-0.275727034,0.012809878,-2.077119520,0.015179333,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.760498,0.706269979,0.026340276,-0.012302534,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16152.000000000,1617333621.759631395,0.022584999,0.468634993,0.862614989,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.931063424,392.335638381,-0.960297823,-0.278254330,0.012844373,-2.075154312,0.015129293,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.768024,0.708651960,0.028968161,-0.012346923,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16153.000000000,1617333621.767617702,0.018350000,0.472680002,0.858344972,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.926513863,392.638135854,-0.959560454,-0.280789435,0.012839636,-2.072486090,0.015084151,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.776350,0.725373924,0.027796349,-0.011142065,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16154.000000000,1617333621.775643110,0.013580000,0.475769997,0.858500004,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.903807683,392.948638981,-0.958796918,-0.283392668,0.012683206,-2.069539843,0.015080861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.784115,0.726874173,0.022573216,-0.010160725,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16155.000000000,1617333621.783638477,0.008735000,0.479510009,0.857050002,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.879829626,393.258823309,-0.958027065,-0.285991281,0.012518349,-2.067462558,0.015089006,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.792011,0.747926056,0.027099088,-0.005748532,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16156.000000000,1617333621.791636229,0.003320000,0.485684991,0.854719996,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.849826930,393.577717434,-0.957228661,-0.288661867,0.012297177,-2.062495957,0.015088269,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.800466,0.761545837,0.028906666,-0.009095202,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16157.000000000,1617333621.799648285,0.001030000,0.493164986,0.848160028,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.815847370,393.902511189,-0.956407726,-0.291380018,0.012045569,-2.058269893,0.015104557,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.808179,0.763822079,0.027266173,-0.013602397,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16158.000000000,1617333621.807636261,0.004200000,0.502314985,0.846634984,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.785558829,394.227464998,-0.955578268,-0.294096291,0.011830250,-2.056108465,0.015130112,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.816987,0.761036634,0.023232134,-0.011025826,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16159.000000000,1617333621.815745592,0.005685000,0.509069979,0.842894971,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.759408291,394.555136663,-0.954733908,-0.296832114,0.011649958,-2.053928341,0.015145849,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.824085,0.767364264,0.029431080,-0.012285721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16160.000000000,1617333621.823640823,0.010795000,0.518379986,0.844004989,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.735957787,394.877311964,-0.953896224,-0.299519420,0.011488658,-2.050622257,0.015146854,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.831999,0.778206289,0.024872629,-0.008493644,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16161.000000000,1617333621.831637621,0.010645000,0.527495027,0.844765007,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.715100995,395.208092733,-0.953028262,-0.302275509,0.011349252,-2.046970348,0.015138312,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.840392,0.776325643,0.007224789,-0.006586058,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16162.000000000,1617333621.839649677,0.010070000,0.535160005,0.843084991,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.701149667,395.538755778,-0.952152073,-0.305026561,0.011277615,-2.047211499,0.015144666,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.848035,0.786564350,0.005443973,-0.003083241,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16163.000000000,1617333621.847633123,0.004465000,0.540010035,0.841790020,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.683597757,395.872700541,-0.951259196,-0.307802975,0.011174363,-2.046599115,0.015153829,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1617333621.856376,0.788299024,0.008563691,-0.002614736,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16164.000000000,1617333621.855629206,0.000535000,0.543824971,0.837405026,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.660802674,396.207443323,-0.950356245,-0.310584366,0.011025125,-2.044967815,0.015169416,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
